Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
EIF1AX	RECQL	2	CNA,MUT
IKBKE	FH	2	CNA,MUT
PTPRD	EPHA5	2	CNA,MUT
BAP1	MST1R	2	CNA,MUT
IL7R	TERT	2	CNA,MUT
MCL1	ELF3	2	CNA,MUT
RECQL4	HIST1H1C	2	CNA,MUT
NF1	DUSP4	2	CNA,MUT
KNSTRN	B2M	2	CNA,MUT
LATS2	GREM1	2	CNA,MUT
DIS3	ERCC5	2	CNA,MUT
CDKN2A	CDKN2Ap16INK4A	2	CNA,SV
NTRK2	PTCH1	2	CNA,MUT
KIT	FGF4	2	CNA,MUT
LATS2	CDK6	2	CNA,MUT
CARD11	RAC1	2	CNA,MUT
BCOR	CRLF2	2	CNA,MUT
TERT	MSI2	2	CNA,MUT
TRAF2	NOTCH1	2	CNA,MUT
CD79A	PIK3C3	2	CNA,MUT
PREX2	KDR	2	CNA,MUT
AMER1	RBM10	2	CNA,MUT
FOXO1	CYSLTR2	2	CNA,MUT
MCL1	NUF2	2	CNA,MUT
BRCA2	CYSLTR2	2	CNA,MUT
ARAF	AMER1	2	CNA,MUT
CDKN2A	SMARCA4	2	CNA,MUT
MDC1	NOTCH4	2	CNA,MUT
MYC	PRDM14	2	CNA,MUT
YES1	RB1	2	CNA,MUT
IRS2	EPHA3	2	CNA,MUT
PGR	YAP1	2	CNA,MUT
EPHB1	KMT2B	2	CNA,MUT
PTCH1	SYK	2	CNA,MUT
PRDM1	TSC2	2	CNA,MUT
PMS2	PRKD1	2	CNA,MUT
NTRK1	ERBB3	2	CNA,MUT
FLT4	NSD1	2	CNA,MUT
WHSC1	PDCD1LG2	2	CNA,MUT
STK11	IRS1	2	CNA,MUT
JAK2	GLI1	2	CNA,MUT
KIT	TNFAIP3	2	CNA,MUT
KDM5A	CCND2	2	CNA,MUT
TERT	IGF2	2	CNA,MUT
KIT	PDGFRA	2	CNA,MUT
RAD21	SOX17	2	CNA,MUT
RICTOR	MAPKAP1	2	CNA,MUT
RICTOR	MST1R	2	CNA,MUT
HGF	CDK6	2	CNA,MUT
CARM1	KEAP1	2	CNA,MUT
CDKN2A	ERCC4	2	CNA,MUT
NTRK1	PIK3CD	2	CNA,MUT
EPHA3	DIS3	2	CNA,MUT
PDGFRA	INHBA	2	CNA,MUT
MAP3K13	WWTR1	2	CNA,MUT
TP63	HIST3H3	2	CNA,MUT
KDM5C	WHSC1	2	CNA,MUT
FOXL2	PIK3C2G	2	CNA,MUT
PIK3C3	IL7R	2	CNA,MUT
GRIN2A	SPEN	2	CNA,MUT
EPHB1	U2AF1	2	CNA,MUT
KIT	PTPRD	2	CNA,MUT
SDHA	H3F3C	2	CNA,MUT
PTPRT	RICTOR	2	CNA,MUT
ETV1	FANCA	2	CNA,MUT
PTCH1	FOXA1	2	CNA,MUT
PTEN	SUFU	2	CNA,MUT
SMARCA4	NOTCH3	2	CNA,MUT
EPHA7	PNRC1	2	CNA,MUT
ARID5B	CARD11	2	CNA,MUT
WHSC1L1	MLH1	2	CNA,MUT
BTK	ERG	2	CNA,MUT
GLI1	SOX9	2	CNA,MUT
WHSC1L1	MST1R	2	CNA,MUT
INHBA	ETV1	2	CNA,MUT
NF1	NTRK3	2	CNA,MUT
FGFR1	KDM6A	2	CNA,MUT
IKBKE	HIST3H3	2	CNA,MUT
EPHA3	MET	2	CNA,MUT
TERT	DROSHA	2	CNA,MUT
INSR	DOT1L	2	CNA,MUT
PRDM14	SOX17	2	CNA,MUT
KMT2B	GNAQ	2	CNA,MUT
NTRK1	SPOP	2	CNA,MUT
KDM5C	GATA1	2	CNA,MUT
PRDM14	KDM5A	2	CNA,MUT
EPHB1	BTK	2	CNA,MUT
PDCD1	SDHA	2	CNA,MUT
FOXO1	SDHA	2	CNA,MUT
IRS2	MAPK1	2	CNA,MUT
AXIN2	CD79B	2	CNA,MUT
RECQL4	GATA3	2	CNA,MUT
AGO2	PREX2	2	CNA,MUT
FOXL2	PIK3CB	2	CNA,MUT
LATS2	FOXO1	2	CNA,MUT
NKX3-1	TP53	2	CNA,MUT
E2F3	ARAF	2	CNA,MUT
NOTCH3	BABAM1	2	CNA,MUT
FAT1	PRKD1	2	CNA,MUT
HGF	FGFR1	2	CNA,MUT
MYCN	MAP3K13	2	CNA,MUT
KDM5C	ARAF	2	CNA,MUT
RICTOR	CARD11	2	CNA,MUT
IL7R	JAK2	2	CNA,MUT
CARD11	IKZF1	2	CNA,MUT
NBN	PREX2	2	CNA,MUT
INPPL1	PGR	2	CNA,MUT
TCF3	GNA11	2	CNA,MUT
NF1	PTPRD	2	MUT,SV
PREX2	KRAS	2	CNA,MUT
INHBA	RAC2	2	CNA,MUT
PMS2	PRKAR1A	2	CNA,MUT
BRCA1	MET	2	MUT,SV
DNMT3B	SRC	2	CNA,MUT
BTK	CCNE1	2	CNA,MUT
CEBPA	PRDM1	2	CNA,MUT
EPHA3	ERCC5	2	CNA,MUT
ARAF	ZRSR2	2	CNA,MUT
MGA	SPRED1	2	CNA,MUT
MRE11A	YAP1	2	CNA,MUT
EIF1AX	KDM6A	2	CNA,MUT
CEBPA	KMT2B	2	CNA,MUT
NCOR1	TEK	2	CNA,MUT
MALT1	IDH1	2	CNA,MUT
CEBPA	ERCC2	2	CNA,MUT
DUSP4	NOTCH3	2	CNA,MUT
FLT3	CUL3	2	CNA,MUT
NSD1	GSK3B	2	CNA,MUT
PTPRT	ROS1	2	CNA,MUT
PIK3C2G	PIK3CB	2	CNA,MUT
ASXL1	DNMT3B	2	CNA,MUT
RECQL4	SDHA	2	CNA,MUT
KDM5A	H3F3C	2	CNA,MUT
NCOA3	FOXA1	2	CNA,MUT
MTOR	SDHB	2	CNA,MUT
AURKA	IKZF1	2	CNA,MUT
MGA	KNSTRN	2	CNA,MUT
FAT1	KIT	2	CNA,MUT
FOXP1	MITF	2	CNA,MUT
PTPRT	IL7R	2	CNA,MUT
RAD21	IGF1R	2	CNA,MUT
HGF	PREX2	2	CNA,MUT
ARAF	MUTYH	2	CNA,MUT
BCOR	RBM10	2	CNA,MUT
NKX2-1	ERBB2	2	CNA,MUT
AR	ZRSR2	2	CNA,MUT
RBM10	KDM6A	2	CNA,MUT
EPHA7	MITF	2	CNA,MUT
RBM10	RECQL	2	CNA,MUT
WHSC1L1	DROSHA	2	CNA,MUT
RBM10	PTPRD	2	CNA,MUT
WHSC1L1	ARAF	2	CNA,MUT
MDC1	SMARCA4	2	CNA,MUT
SLX4	ERCC4	2	CNA,MUT
PIK3R3	MYCL1	2	CNA,MUT
BARD1	NOTCH2	2	CNA,MUT
MUTYH	RAD54L	2	CNA,MUT
CARD11	SETDB1	2	CNA,MUT
PTPRS	INSR	2	CNA,MUT
CARD11	INHBA	2	CNA,MUT
KMT2B	MCL1	2	CNA,MUT
EPHA7	BARD1	2	CNA,MUT
NBN	KDM5C	2	CNA,MUT
DNMT3A	ASXL2	2	CNA,MUT
PRDM14	DNMT1	2	CNA,MUT
MYC	PIK3CA	2	CNA,MUT
ROS1	PIK3CB	2	MUT,SV
PRDM14	TP53BP1	2	CNA,MUT
MAP2K4	CARD11	2	CNA,MUT
NF1	CSF1R	2	CNA,MUT
NF1	ARID1A	2	MUT,SV
RAD21	RECQL4	2	CNA,MUT
ARAF	BCOR	2	CNA,MUT
MET	CD79B	2	CNA,MUT
STAG2	XIAP	2	CNA,MUT
AURKB	FLCN	2	CNA,MUT
CARD11	BIRC3	2	CNA,MUT
JAK2	SMARCA2	2	CNA,MUT
AKT1	KDM5C	2	CNA,MUT
FGFR4	GSK3B	2	CNA,MUT
RICTOR	BRCA2	2	CNA,MUT
MGA	ASXL2	2	CNA,MUT
CRLF2	SMARCA4	2	CNA,MUT
WHSC1	RPS6KB2	2	CNA,MUT
NOTCH2	TRAF7	2	CNA,MUT
PREX2	EIF1AX	2	CNA,MUT
CARD11	PMS2	2	CNA,MUT
MALT1	SF3B1	2	CNA,MUT
ERBB3	GLI1	2	CNA,MUT
AMER1	AR	2	CNA,MUT
ZRSR2	ARID1A	2	CNA,MUT
SDHA	FAM58A	2	CNA,MUT
NKX2-1	PRKD1	2	CNA,MUT
KDM5C	KDM6A	2	CNA,MUT
PTPRD	PIK3C3	2	CNA,MUT
RECQL4	PDCD1	2	CNA,MUT
PTPRD	ARID1B	2	CNA,MUT
RECQL	KRAS	2	CNA,MUT
FUBP1	INPP4A	2	CNA,MUT
PIK3C2G	CDKN1B	2	CNA,MUT
PRDM14	RECQL4	2	CNA,MUT
FLT3	ERCC5	2	CNA,MUT
TP53	PTEN	2	CNA,MUT
SLX4	AXIN1	2	CNA,MUT
PIK3C2G	RAD52	2	CNA,MUT
INPPL1	PDGFRA	2	CNA,MUT
BRCA2	CDK8	2	CNA,MUT
PIK3C2G	TERT	2	CNA,MUT
FAT1	KDR	2	CNA,MUT
KIT	DDR2	2	CNA,MUT
DICER1	CDKN2A	2	CNA,MUT
FGFR1	NBN	2	CNA,MUT
TEK	CDKN2A	2	CNA,MUT
STK11	CARM1	2	CNA,MUT
NTRK1	IKZF1	2	CNA,MUT
SOX17	KNSTRN	2	CNA,MUT
PTPRT	SRC	2	CNA,MUT
NFKBIA	IL7R	2	CNA,MUT
CDC73	IKBKE	2	CNA,MUT
EGFR	MDM2	2	CNA,MUT
HGF	WHSC1	2	CNA,MUT
TRAF7	TSC2	2	CNA,MUT
HGF	GATA1	2	CNA,MUT
MAPK1	TERT	2	CNA,MUT
MAPK1	XPO1	2	CNA,MUT
BCOR	KDM6A	2	CNA,MUT
PGR	CDKN2A	2	CNA,MUT
AKT2	CIC	2	CNA,MUT
KIT	MAPK1	2	CNA,MUT
SDHA	PMS2	2	CNA,MUT
CCNE1	MCL1	2	CNA,MUT
SOX2	DCUN1D1	2	CNA,MUT
FGFR1	AR	2	CNA,MUT
MLH1	RNF43	1	MUT
POLD1	FGFR4	1	MUT
ATM	SHQ1	1	MUT
U2AF1	PIM1	1	MUT
CDKN2B	MTAP	1	CNA
ABL1	NF1	1	MUT
FOXO1	CDK8	1	CNA
E2F3	RET	1	MUT
MRE11A	ZFHX3	1	MUT
EPHA5	FLT1	1	MUT
NEGR1	MLL2	1	MUT
MYC	FOXA1	1	CNA
MLH1	FOXO1	1	MUT
RBM10	DAXX	1	MUT
MYCN	TET2	1	MUT
PARP1	PAX5	1	MUT
STK19	PIM1	1	CNA
TBX3	KDM6A	1	MUT
AKT2	CD79A	1	CNA
BCOR	ZRSR2	1	CNA
AXIN2	XPO1	1	MUT
CCND3	HLA-A	1	CNA
EPHB1	KEAP1	1	MUT
AGO2	FGFR1	1	CNA
HGF	WT1	1	MUT
AURKA	RTEL1	1	CNA
TP63	PIK3C2G	1	MUT
FGFR1	MSH3	1	CNA
EPHA3	PGR	1	MUT
GLI1	IGF2	1	MUT
NTRK1	EPHA3	1	MUT
KDM5A	PGR	1	MUT
ASXL1	GATA2	1	MUT
IRS1	CXCR4	1	MUT
MGA	RBM10	1	MUT
MDC1	FOXL2	1	MUT
AURKB	MAP2K4	1	CNA
EIF4A2	BCL6	1	CNA
PREX2	FOXL2	1	MUT
LYN	SOX17	1	CNA
HGF	FLT1	1	MUT
PTPRT	EPHA3	1	MUT
ZFHX3	HLA-A	1	MUT
ARID1A	XPO1	1	MUT
MTOR	PMS1	1	MUT
PARP1	RPTOR	1	MUT
MAP2K4	HIST1H3C	1	MUT
IRS1	IL10	1	MUT
MTOR	SESN2	1	MUT
AURKA	GNAS	1	CNA
MTAP	SESN1	1	CNA
SOX17	ARID1A	1	MUT
RICTOR	PMS2	1	CNA
LATS2	KMT2B	1	MUT
FGF3	PAK1	1	CNA
ZFHX3	BRD4	1	MUT
TP53	PTPRD	1	MUT
ATRX	RAD50	1	MUT
FLT3	TP53	1	MUT
ZFHX3	KDM6A	1	MUT
HGF	MRE11A	1	MUT
SYK	HOXB13	1	MUT
SLX4	SPRED1	1	MUT
FAT1	IL7R	1	MUT
AMER1	INPPL1	1	MUT
MYC	NKX2-1	1	CNA
BARD1	FGFR3	1	MUT
PAK1	SUZ12	1	MUT
DNMT3A	ANKRD11	1	MUT
KDM5C	MGA	1	MUT
EPHB1	HGF	1	MUT
BRCA1	KMT2D	1	MUT
FAT1	PGR	1	MUT
TP53	PLCG2	1	MUT
LATS2	POLD1	1	MUT
SLX4	PTPRD	1	MUT
PPARG	RASA1	1	MUT
SMAD4	PMAIP1	1	CNA
PLCG2	PIK3CB	1	MUT
FLT3	ZFHX3	1	MUT
EZH2	CDKN2Ap16INK4A	1	CNA
CBL	PDGFRA	1	MUT
KEAP1	SCG5	1	MUT
ABL1	BRCA1	1	MUT
PIK3C2G	PIK3CG	1	MUT
ATR	PPM1D	1	MUT
EPHA3	SOX9	1	MUT
TP53	PDGFRA	1	MUT
PAK7	BRD4	1	MUT
PIK3C3	BCL2	1	CNA
EP300	ARID5B	1	MUT
NOTCH4	FGFR1	1	MUT
NTRK1	NTRK3	1	MUT
NTRK1	PRKD1	1	MUT
EGFR	CTNNB1	1	MUT
TSC1	EPAS1	1	MUT
MDC1	ACVR1	1	MUT
RAD50	POLE	1	MUT
NTRK3	PBRM1	1	MUT
SDHC	PRKD1	1	CNA
CDKN2Ap16INK4A	PDCD1LG2	1	CNA
LATS2	SUZ12	1	MUT
FAT1	PIK3C3	1	MUT
PTPRT	NTRK3	1	MUT
CCND1	FOXA1	1	CNA
EP300	MLL2	1	MUT
PDGFRA	PARK2	1	MUT
EPHA3	ARID1B	1	MUT
NF1	ANKRD11	1	MUT
NTRK1	AMER1	1	MUT
FAT1	RUNX1	1	MUT
NOTCH2	RASA1	1	MUT
IGF1R	PAX5	1	MUT
INPP4A	SUZ12	1	MUT
RIT1	NUF2	1	CNA
STK11	KRAS	1	MUT
EIF1AX	CRLF2	1	CNA
RIT1	GNA11	1	CNA
PTPRT	AMER1	1	MUT
MCL1	H3C14	1	CNA
DICER1	EPHB1	1	MUT
EPHB1	E2F3	1	MUT
FLT1	BRIP1	1	MUT
PTPRT	FBXW7	1	MUT
EPHA3	NTRK2	1	MUT
AR	STK19	1	MUT
MYC	NBN	1	CNA
ALB	ARAF	1	MUT
ATM	CCND1	1	MUT
ZFHX3	FOXP1	1	MUT
PREX2	PIK3C2G	1	MUT
LATS2	TRAF2	1	MUT
PLCG2	SMARCB1	1	MUT
MYCN	CRKL	1	CNA
CD274	SMARCA2	1	CNA
APC	FUBP1	1	MUT
KDM5C	EIF4E	1	MUT
NTRK1	KDM5A	1	MUT
EPHA7	PAK7	1	MUT
RAD50	PAK7	1	MUT
EPHA5	MPL	1	MUT
INPPL1	IGF2	1	MUT
NF1	B2M	1	MUT
TMPRSS2	ERBB3	1	MUT
NOTCH4	EPHA3	1	MUT
NF1	NOTCH3	1	MUT
PTPRD	NTRK2	1	MUT
PGR	PTPN11	1	MUT
NFKBIA	U2AF1	1	CNA
ATM	TMPRSS2	1	MUT
DNMT3A	PAK7	1	MUT
MSH2	RASA1	1	MUT
BARD1	ERBB4	1	MUT
NTRK3	DDR2	1	MUT
ERBB4	RBM10	1	MUT
MGA	ARID5B	1	MUT
FGFR1	SPEN	1	MUT
MLL2	MEN1	1	MUT
CCNE1	MEF2B	1	CNA
ERBB4	TET1	1	MUT
DICER1	NOTCH2	1	MUT
ATR	BRAF	1	MUT
FAT1	PNRC1	1	MUT
PTPRT	CSF3R	1	MUT
ERBB4	MLL2	1	MUT
ASXL1	MSH6	1	MUT
KIT	PTPN11	1	MUT
NOTCH2	CSF1R	1	MUT
BRCA1	NTRK2	1	MUT
EP300	PLCG2	1	MUT
FLT1	KEAP1	1	MUT
ZFHX3	ASXL2	1	MUT
DICER1	FYN	1	MUT
EPHA7	PTPRT	1	MUT
INPPL1	SHQ1	1	MUT
KMT2D	KEAP1	1	MUT
BRCA1	ARID1B	1	MUT
AR	NTRK3	1	MUT
FOXL2	EZH2	1	MUT
MAP3K13	NSD1	1	MUT
EP300	RXRA	1	MUT
TP53	SRC	1	MUT
DNMT3B	KRAS	1	MUT
EPHA3	KMT2D	1	MUT
PIK3C2G	PMS1	1	MUT
WHSC1	NTRK2	1	MUT
BCL2	PDCD1LG2	1	CNA
DNMT1	KLF4	1	MUT
XIAP	SH2D1A	1	CNA
ERBB4	BRD4	1	MUT
TP53	TET1	1	MUT
FGFR1	ZFHX3	1	MUT
POLD1	PPM1D	1	MUT
KIT	RET	1	MUT
IRS2	AXL	1	MUT
EP300	SMARCB1	1	MUT
MTOR	DIS3	1	MUT
MCL1	RB1	1	MUT
FLT3	VEGFA	1	MUT
PAK7	SMAD2	1	MUT
ARID1A	CBL	1	MUT
PDGFRA	HIST1H3D	1	MUT
U2AF1	NKX2-1	1	CNA
SMARCA4	BRCA2	1	MUT
DICER1	NOTCH1	1	MUT
PREX2	GATA3	1	MUT
ERBB4	PIK3C2G	1	MUT
LYN	MYC	1	CNA
MYCN	PRDM1	1	MUT
PIK3CG	SMAD2	1	MUT
NKX3-1	RECQL4	1	CNA
DDR2	H3C14	1	CNA
NF1	SMO	1	MUT
CDKN2Ap14ARF	SDHA	1	CNA
PTCH1	GSK3B	1	MUT
EPHA7	PDGFRA	1	MUT
NOTCH2	PAK7	1	MUT
PTPRS	FH	1	MUT
BRIP1	PALB2	1	MUT
PIK3CG	PARK2	1	MUT
DUSP4	RECQL4	1	CNA
NF1	PAK7	1	MUT
KDR	ARID1B	1	MUT
ERBB4	DDR2	1	MUT
XPO1	HIST1H1C	1	MUT
EZH2	SMARCA4	1	MUT
SPEN	MAP3K1	1	MUT
PTPRD	KMT2D	1	MUT
FGFR4	NSD1	1	CNA
PTPRT	PGR	1	MUT
KMT2B	SDHD	1	MUT
MYC	PTPRS	1	CNA
BTK	CSF1R	1	MUT
MTOR	PIK3R1	1	MUT
SETD2	MLL3	1	MUT
CD79A	ERF	1	CNA
FAT1	TP53	1	MUT
HGF	TSHR	1	MUT
RIT1	DDR2	1	CNA
POLD1	MSH6	1	MUT
PPP2R1A	NOTCH3	1	MUT
CSF1R	ARID1B	1	MUT
FUBP1	PIK3CG	1	MUT
MDC1	NF1	1	MUT
SOX17	EPHA5	1	MUT
ERBB4	CD79B	1	MUT
CARD11	ERCC3	1	MUT
NTRK3	PIK3CB	1	MUT
TP53	DROSHA	1	MUT
ZFHX3	TET1	1	MUT
FBXW7	DROSHA	1	MUT
CSF1R	ZFHX3	1	MUT
FBXW7	KRAS	1	MUT
FLT1	MYOD1	1	MUT
TP53	ARAF	1	MUT
CBL	CARD11	1	MUT
MYCN	PTPRS	1	MUT
SMO	HOXB13	1	MUT
TP53BP1	RUNX1	1	MUT
KDM5C	EIF1AX	1	CNA
EZH2	KMT2D	1	MUT
NFKBIA	PRKD1	1	CNA
AGO2	KMT2A	1	MUT
RAD50	SMO	1	MUT
RASA1	KLF4	1	MUT
EPHA3	CSF3R	1	MUT
BRCA1	NTRK3	1	MUT
STAG2	CCND3	1	MUT
SETDB1	MDM4	1	CNA
BRCA1	BRCA2	1	MUT
PTPRT	STK11	1	MUT
ERCC3	CCND2	1	MUT
MGA	POLE	1	MUT
GRIN2A	IL7R	1	MUT
MLH1	UPF1	1	MUT
ERCC4	SOCS1	1	CNA
BLM	INPP4A	1	MUT
PTEN	PMS1	1	MUT
ABL1	PTPRT	1	MUT
ERBB4	SPRED1	1	MUT
NOTCH1	CTCF	1	MUT
PTPRD	RNF43	1	MUT
LATS2	CDK8	1	CNA
TSHR	MTOR	1	MUT
CYSLTR2	RB1	1	CNA
NTRK1	H3C14	1	CNA
FUBP1	MEN1	1	MUT
AR	PGR	1	MUT
NCOR1	GPS2	1	CNA
EPHB1	EPHA3	1	MUT
SDHC	H3C14	1	CNA
IRS1	ERCC4	1	MUT
PGR	TBX3	1	MUT
RASA1	MLH1	1	MUT
BRCA1	SOCS1	1	MUT
HGF	TBX3	1	MUT
PAK7	TET1	1	MUT
FLT4	SESN2	1	MUT
DAXX	PDGFRA	1	MUT
PIK3C2G	MYOD1	1	MUT
KMT2B	SLFN11	1	MUT
FLT3	PMS1	1	MUT
KIT	ACVR1	1	MUT
BRAF	WHSC1	1	MUT
NOTCH1	PMS1	1	MUT
PIK3CA	PRKCI	1	CNA
ARID5B	ERCC3	1	MUT
PAK7	HIST1H3B	1	MUT
ATR	PLK2	1	MUT
PTPRD	FBXW7	1	MUT
INPP4B	EPHA5	1	MUT
JAK2	JAK1	1	MUT
SMARCA4	PAK7	1	MUT
EPHA3	FBXW7	1	MUT
BARD1	IL10	1	MUT
PARP1	CRLF2	1	MUT
CARD11	CDKN2B	1	CNA
CCNE1	FOXA1	1	CNA
TP53	AXIN2	1	MUT
AGO2	TAP1	1	MUT
ETV1	STAT3	1	MUT
KMT2C	TET2	1	MUT
CEBPA	EIF4A2	1	CNA
TET2	CXCR4	1	MUT
CIC	RPTOR	1	MUT
TEK	CDKN2B	1	CNA
LATS2	MGA	1	MUT
PDGFRB	CSDE1	1	MUT
SHOC2	PAK7	1	MUT
NCOA3	MEN1	1	MUT
TP53	WT1	1	MUT
KRAS	FOXP1	1	MUT
JUN	AMER1	1	MUT
BRAF	AR	1	MUT
MGA	EPHA5	1	MUT
PAK7	POLE	1	MUT
KMT2D	CBFB	1	MUT
RAD21	RAD52	1	CNA
H3F3C	FH	1	MUT
WHSC1L1	GATA1	1	CNA
INPPL1	BRCA2	1	MUT
MDC1	PTPRT	1	MUT
AXL	MAPK3	1	MUT
FAT1	NCOR1	1	MUT
CCNE1	ERBB2	1	CNA
EPHB1	KMT2A	1	MUT
PTPRT	SOX9	1	MUT
FGFR1	RPTOR	1	MUT
CDKN2Ap16INK4A	MTAP	1	CNA
PTPRT	FGFR4	1	MUT
TP53	IDH1	1	MUT
IRS1	SETD8	1	MUT
NTRK3	MLL2	1	MUT
MAP3K13	FANCA	1	MUT
NTRK2	BLM	1	MUT
CTCF	ELF3	1	MUT
BCOR	EIF1AX	1	CNA
KMT2A	MUTYH	1	MUT
IGF1R	GSK3B	1	MUT
INSR	MAP2K2	1	CNA
DIS3	CUL3	1	MUT
MDC1	EPHA5	1	MUT
MDC1	RAD50	1	MUT
PARP1	MLL2	1	MUT
NTRK1	MRE11A	1	MUT
TRAF2	TSC1	1	MUT
ATM	FGF4	1	MUT
IL7R	SMARCA2	1	MUT
KMT2A	BRIP1	1	MUT
MDC1	PTPRD	1	MUT
XPO1	FOXP1	1	MUT
DNMT3A	PTPRD	1	MUT
PTPRT	ARID1B	1	MUT
PDGFRA	PAK7	1	MUT
CCNE1	RB1	1	MUT
ANKRD11	KDR	1	MUT
DICER1	BCOR	1	MUT
BIRC3	EED	1	CNA
NTRK3	PLCG2	1	MUT
ACVR1	MRE11A	1	MUT
TP63	LATS1	1	MUT
IRS1	FH	1	MUT
KDR	PIK3CG	1	MUT
BRCA2	REL	1	MUT
LATS2	PDCD1LG2	1	CNA
DICER1	VTCN1	1	MUT
WHSC1	TRAF2	1	MUT
AKT2	CEBPA	1	CNA
EPHA7	MLL3	1	MUT
KMT2B	ERBB4	1	MUT
ARID1B	RHEB	1	MUT
PTPRD	NTRK3	1	MUT
EPHB1	CSDE1	1	MUT
CCND1	RPS6KB2	1	CNA
ZFHX3	RPTOR	1	MUT
EPHA3	INHA	1	MUT
EPHA3	NTRK3	1	MUT
CREBBP	NTHL1	1	CNA
MRE11A	EPHA3	1	MUT
IRS2	AMER1	1	MUT
TOP1	DOT1L	1	MUT
PARP1	TET1	1	MUT
MAPK3	DOT1L	1	MUT
U2AF1	GLI1	1	MUT
JAK2	TAP2	1	MUT
TP53	IRF4	1	MUT
MLL	ERBB3	1	MUT
BRCA1	NCOR1	1	MUT
KMT2C	NTRK3	1	MUT
PIK3CG	SMO	1	MUT
FOXL2	MYOD1	1	MUT
MALT1	TCF3	1	MUT
NF1	EPHA5	1	MUT
ARID5B	KMT2D	1	MUT
SMARCA4	SOX9	1	MUT
ZFHX3	PDGFRA	1	MUT
MDC1	PDGFRA	1	MUT
NFKBIA	NKX2-1	1	CNA
EPHB1	FGFR1	1	MUT
NTRK3	PIK3C2G	1	MUT
RBM10	ATM	1	MUT
MSH6	ERCC5	1	MUT
NF1	NOTCH2	1	MUT
TRAF2	FANCA	1	MUT
ARID1A	PIK3CG	1	MUT
ERBB4	PTPN11	1	MUT
AGO2	EPHA3	1	MUT
FAT1	AKT2	1	MUT
ATM	PTPN11	1	MUT
FAT1	NTRK3	1	MUT
EPHA7	MAP2K1	1	MUT
EZH2	RHEB	1	CNA
NF1	PTPRT	1	MUT
PRDM1	INPP4A	1	MUT
FOXA1	RAD51B	1	CNA
TNFAIP3	DROSHA	1	MUT
ERCC4	CDK12	1	MUT
HGF	PARK2	1	MUT
BRCA2	TET1	1	MUT
KMT2B	ELF3	1	MUT
CDK4	RAC2	1	CNA
SOX17	TCEB1	1	CNA
MYCN	PAK7	1	MUT
DICER1	HGF	1	MUT
AXIN2	PTPRD	1	MUT
CEBPA	FOXA1	1	CNA
KIT	MYCN	1	MUT
PDGFRA	SMARCA4	1	MUT
BRAF	AKT1	1	MUT
BRCA1	EPHB1	1	MUT
AXL	NEGR1	1	MUT
MED12	SRSF2	1	MUT
TP53BP1	H3F3C	1	MUT
XPO1	MLL2	1	MUT
FAT1	KMT2B	1	MUT
KMT2C	KMT2D	1	MUT
FLT4	CSDE1	1	MUT
RBM10	HIST1H3E	1	MUT
BTK	EPHA5	1	MUT
AMER1	IFNGR1	1	MUT
NF1	PDGFRA	1	MUT
TRAF7	NTHL1	1	CNA
EP300	DROSHA	1	MUT
KDM5A	INPP4A	1	MUT
ATR	GRIN2A	1	MUT
TP63	DOT1L	1	MUT
CD79A	KMT2D	1	MUT
PREX2	IDH1	1	MUT
EPHB1	PDGFRB	1	MUT
DNMT3A	CSF3R	1	MUT
DICER1	MAP3K13	1	MUT
PDGFRA	POLE	1	MUT
ATM	ERCC4	1	MUT
IGF1R	POT1	1	MUT
FGF3	CCND1	1	CNA
GRIN2A	INPPL1	1	MUT
ATM	KRAS	1	MUT
CDKN2A	CDKN2B	1	CNA
RECQL4	WHSC1L1	1	CNA
POLD1	SPEN	1	MUT
EPHA7	CARD11	1	MUT
EPHA7	FGFR4	1	MUT
DICER1	KEAP1	1	MUT
PDGFRA	TET1	1	MUT
TMPRSS2	SMARCB1	1	MUT
MYCN	DOT1L	1	MUT
MALT1	PMAIP1	1	CNA
IRS1	KMT2D	1	MUT
FOXL2	TP53	1	MUT
AGO2	PRDM14	1	CNA
PARP1	RET	1	MUT
ALK	GRIN2A	1	MUT
IRS1	ATM	1	MUT
TCF7L2	MSH6	1	MUT
PARP1	SDHC	1	CNA
ERBB4	CBL	1	MUT
BCL6	EPHA5	1	MUT
FLT3	PGR	1	MUT
NEGR1	FBXW7	1	MUT
NOTCH2	NTRK3	1	MUT
MGA	ATM	1	MUT
TP53	KDR	1	MUT
ATRX	CHEK2	1	MUT
TSHR	SETD2	1	MUT
BTK	PDGFRA	1	MUT
TEK	CDKN2Ap16INK4A	1	CNA
BRAF	TBX3	1	MUT
NOTCH4	RET	1	MUT
INPP4B	ERCC5	1	MUT
INHA	AR	1	MUT
ZFHX3	KMT2D	1	MUT
MDC1	KMT2D	1	MUT
U2AF1	SDHB	1	MUT
EPHA3	IRS1	1	MUT
ARAF	DAXX	1	MUT
PARP1	PTPRD	1	MUT
PARP1	PTPRT	1	MUT
H3F3C	RAD52	1	CNA
EZH2	SOCS1	1	CNA
BRCA1	IRS1	1	MUT
KIT	BAP1	1	MUT
KRAS	EPHA5	1	MUT
PTPRT	TSHR	1	MUT
TP53	FGFR3	1	MUT
CSF3R	ERBB4	1	MUT
BCOR	ATM	1	MUT
CSF3R	TBX3	1	MUT
TET1	MAP3K1	1	MUT
HGF	PBRM1	1	MUT
FLT3	CDK8	1	CNA
