Hugo_Symbol	Entrez_Gene_Id
FAM175A	0
FAT1	2195
TERT	7015
HLA-B	3106
PARK2	0
SMARCA2	6595
RXRA	6256
NOTCH1	4851
BCOR	54880
TP53	7157
APC	324
CREBBP	1387
MED12	9968
KMT2C	58508
KRAS	3845
RPTOR	57521
APC	324
KMT2D	8085
MAP3K1	4214
TP53	7157
APC	324
AR	367
KRAS	3845
ATRX	546
APC	324
TP53	7157
APC	324
YAP1	10413
KMT2A	4297
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
FANCA	2175
KRAS	3845
MDM4	4194
KMT2D	8085
APC	324
APC	324
FLCN	201163
SMAD2	4087
PTPRT	11122
SOX9	6662
SMAD3	4088
ERBB4	2066
KRAS	3845
BRD4	23476
AMER1	139285
ARID1B	57492
PIK3R3	8503
KRAS	3845
TP53	7157
SESN3	143686
APC	324
APC	324
SMAD3	4088
TP53	7157
KRAS	3845
CARD11	84433
PIK3R2	5296
FBXW7	55294
IKZF1	10320
ARID1A	8289
TCF7L2	6934
KRAS	3845
NOTCH3	4854
APC	324
RBM10	8241
TP53	7157
APC	324
KMT2C	58508
PIK3CA	5290
FUBP1	8880
TP53	7157
FBXW7	55294
FBXW7	55294
APC	324
RBM10	8241
APC	324
PIK3R1	5295
KRAS	3845
ARID2	196528
BARD1	580
SMAD4	4089
TP53	7157
PIK3CA	5290
APC	324
FLCN	201163
APC	324
KMT2C	58508
KRAS	3845
NCOA3	8202
CDH1	999
UPF1	5976
TP53	7157
APC	324
EZH2	2146
IKBKE	9641
KRAS	3845
PMS2	5395
FLT4	2324
KMT2D	8085
BRD4	23476
APC	324
MGA	23269
KRAS	3845
DROSHA	29102
TP53	7157
ATRX	546
TERT	7015
PIK3CA	5290
SMAD2	4087
APC	324
SMAD3	4088
BCOR	54880
EPHA7	2045
CTNNB1	1499
KRAS	3845
SMAD3	4088
FAT1	2195
IGF1R	3480
APC	324
PTEN	5728
APC	324
IDH2	3418
AMER1	139285
MGA	23269
NOTCH1	4851
KRAS	3845
PTEN	5728
APC	324
APC	324
IKZF1	10320
APC	324
TP53	7157
KRAS	3845
MRE11A	0
MDM2	4193
CREBBP	1387
CTNNB1	1499
APC	324
APC	324
FBXW7	55294
KRAS	3845
CYLD	1540
EP300	2033
BAP1	8314
INHBA	3624
PBRM1	55193
APC	324
TCF7L2	6934
MTOR	2475
SMAD4	4089
KRAS	3845
KMT2A	4297
GLI1	2735
APC	324
KMT2C	58508
RECQL4	9401
AKT1	207
APC	324
SMAD4	4089
FLT1	2321
IKZF1	10320
TP53	7157
PMS2	5395
KRAS	3845
BRAF	673
TP53	7157
CTNNB1	1499
KRAS	3845
TEK	7010
AKT1	207
TP53	7157
MTOR	2475
RARA	5914
AGO2	27161
FBXW7	55294
MED12	9968
KRAS	3845
PIK3CG	5294
APC	324
TP53	7157
APC	324
APC	324
ERBB4	2066
PTPRT	11122
KRAS	3845
DOT1L	84444
AR	367
ASXL1	171023
KRAS	3845
RTEL1-TNFRSF6B	100533107
APC	324
SMARCA2	6595
AMER1	139285
PIK3CA	5290
NRAS	4893
APC	324
EPHA7	2045
CDKN1B	1027
KRAS	3845
TP53	7157
KRAS	3845
ZFHX3	463
SETDB1	9869
RFWD2	0
CTR9	9646
BARD1	580
INPP4B	8821
AGO2	27161
PIK3R1	5295
APC	324
SMAD3	4088
KRAS	3845
BIRC3	330
SMAD2	4087
TOP1	7150
APC	324
APC	324
TP53	7157
APC	324
AXL	558
SMAD4	4089
KRAS	3845
LATS1	9113
KMT2C	58508
ARID1A	8289
TP53	7157
PIK3CG	5294
KDR	3791
APC	324
APC	324
ALOX12B	242
MGA	23269
KRAS	3845
AKT1	207
KRAS	3845
MTOR	2475
ATM	472
KMT2B	9757
CIC	23152
INHA	3623
CTNNB1	1499
FOXP1	27086
KDM6A	7403
PIK3CA	5290
IRS2	8660
KRAS	3845
IKZF1	10320
PREX2	80243
TP53	7157
NCOR1	9611
APC	324
MTOR	2475
KRAS	3845
KMT2D	8085
LATS2	26524
PRKD1	5587
SMAD3	4088
SMAD3	4088
SMAD2	4087
PIK3R1	5295
APC	324
APC	324
ARID1B	57492
PAX5	5079
TP53	7157
SMAD4	4089
KRAS	3845
APC	324
CDK12	51755
TRAF7	84231
SDHA	6389
KRAS	3845
APC	324
NEGR1	257194
MGA	23269
TCF7L2	6934
MAP3K1	4214
APC	324
FBXW7	55294
KRAS	3845
TP53	7157
ESR1	2099
APC	324
NFKBIA	4792
FBXW7	55294
TP53	7157
FBXW7	55294
CREBBP	1387
APC	324
APC	324
KRAS	3845
KRAS	3845
TP53	7157
KRAS	3845
APC	324
TP53	7157
KRAS	3845
CARD11	84433
MPL	4352
KMT2D	8085
KMT2D	8085
BRCA2	675
DNMT3A	1788
EPHA3	2042
APC	324
FLT4	2324
KMT2C	58508
KRAS	3845
APC	324
TP53	7157
ARID1A	8289
SETD8	0
APC	324
AXIN1	8312
AXIN1	8312
TP53	7157
DOT1L	84444
APC	324
TERT	7015
KRAS	3845
ELF3	1999
SMARCA4	6597
ERBB4	2066
APC	324
MET	4233
ATRX	546
PIK3CD	5293
PIK3CD	5293
PIK3CD	5293
MTOR	2475
MUTYH	4595
RAD54L	8438
JAK1	3716
NEGR1	257194
NEGR1	257194
CSDE1	7812
CSDE1	7812
VTCN1	79679
SDHC	6391
DDR2	4921
DDR2	4921
CDC73	79577
ELF3	1999
MDM4	4194
IKBKE	9641
IL10	3586
PARP1	142
AKT3	10000
ARID5B	84159
TET1	80312
TET1	80312
TET1	80312
TET1	80312
PTEN	5728
SUFU	51684
SHOC2	8036
SHOC2	8036
SHOC2	8036
TCF7L2	6934
RRAS2	22800
WT1	7490
RPS6KB2	6199
INPPL1	3636
SESN3	143686
PGR	5241
PGR	5241
BIRC3	330
BIRC3	330
ATM	472
ATM	472
ATM	472
ATM	472
ATM	472
ATM	472
ATM	472
ATM	472
ATM	472
CBL	867
KDM5A	5927
KDM5A	5927
CCND2	894
CDKN1B	1027
PIK3C2G	5288
PIK3C2G	5288
PIK3C2G	5288
PIK3C2G	5288
PIK3C2G	5288
KRAS	3845
ARID2	196528
KMT2D	8085
ERBB3	2065
ERBB3	2065
IGF1	3479
PTPN11	5781
POLE	5426
CDK8	1024
FLT3	2322
FLT3	2322
FLT1	2321
FLT1	2321
FLT1	2321
FLT1	2321
FLT1	2321
FLT1	2321
BRCA2	675
BRCA2	675
BRCA2	675
BRCA2	675
BRCA2	675
FOXO1	2308
FOXO1	2308
RB1	5925
RB1	5925
RB1	5925
DIS3	22894
DIS3	22894
DIS3	22894
IRS2	8660
PRKD1	5587
PRKD1	5587
NFKBIA	4792
NKX2-1	7080
KNSTRN	90417
TP53BP1	7158
TP53BP1	7158
B2M	567
B2M	567
B2M	567
BLM	641
IGF1R	3480
AXIN1	8312
AXIN1	8312
AXIN1	8312
CREBBP	1387
GRIN2A	2903
ERCC4	2072
MAPK3	5595
CYLD	1540
CDH1	999
ZFHX3	463
PLCG2	5336
PLCG2	5336
PLCG2	5336
PLCG2	5336
ANKRD11	29123
ALOX12B	242
MAP2K4	6416
MAP2K4	6416
NCOR1	9611
NCOR1	9611
NCOR1	9611
NCOR1	9611
FLCN	201163
NF1	4763
NF1	4763
NF1	4763
NF1	4763
NF1	4763
RARA	5914
STAT3	6774
BRCA1	672
SPOP	8405
RNF43	54894
PPM1D	8493
PRKAR1A	5573
YES1	7525
YES1	7525
PIK3C3	5289
PIK3C3	5289
MALT1	10892
PTPRS	5802
INSR	3643
NOTCH3	4854
NOTCH3	4854
NOTCH3	4854
CEBPA	1050
KMT2B	9757
AKT2	208
AXL	558
CIC	23152
PPP2R1A	5518
DNMT3A	1788
ASXL2	55252
CENPA	1058
SOS1	6654
SOS1	6654
EPAS1	2034
MSH2	4436
MSH2	4436
REL	5966
REL	5966
REL	5966
REL	5966
XPO1	7514
XPO1	7514
INPP4A	3631
ACVR1	90
PMS1	5378
CASP8	841
ERBB4	2066
ERBB4	2066
ERBB4	2066
ERBB4	2066
PAK7	0
ASXL1	171023
DNMT3B	1789
TOP1	7150
NCOA3	8202
AURKA	6790
RUNX1	861
MAPK1	5594
CHEK2	11200
CHEK2	11200
EP300	2033
RAF1	5894
CTNNB1	1499
SETD2	29072
SETD2	29072
SETD2	29072
SETD2	29072
SETD2	29072
PBRM1	55193
PBRM1	55193
MITF	4286
MITF	4286
SHQ1	55164
EPHA3	2042
EPHA3	2042
EPHA3	2042
GSK3B	2932
GSK3B	2932
PIK3CB	5291
PIK3CB	5291
ATR	545
ATR	545
WWTR1	25937
PIK3CA	5290
PIK3CA	5290
PIK3CA	5290
DCUN1D1	54165
DCUN1D1	54165
BCL6	604
TP63	8626
WHSC1	0
PDGFRA	5156
PDGFRA	5156
KIT	3815
KIT	3815
KIT	3815
KDR	3791
KDR	3791
KDR	3791
EPHA5	2044
EPHA5	2044
EPHA5	2044
TET2	54790
INPP4B	8821
FAT1	2195
FAT1	2195
FAT1	2195
FAT1	2195
RICTOR	253260
RICTOR	253260
PLK2	10769
PIK3R1	5295
RASA1	5921
RASA1	5921
APC	324
APC	324
APC	324
APC	324
APC	324
APC	324
APC	324
APC	324
RAD50	10111
RAD50	10111
RAD50	10111
CSF1R	1436
PDGFRB	5159
PDGFRB	5159
NSD1	64324
NSD1	64324
FLT4	2324
E2F3	1871
STK19	8859
NOTCH4	4855
PTP4A1	7803
PTP4A1	7803
FYN	2534
ROS1	6098
ROS1	6098
ROS1	6098
TNFAIP3	7128
ESR1	2099
ARID1B	57492
CARD11	84433
ETV1	2115
ETV1	2115
PIK3CG	5294
PIK3CG	5294
PIK3CG	5294
PIK3CG	5294
PIK3CG	5294
MET	4233
SMO	6608
EZH2	2146
KMT2C	58508
KMT2C	58508
KMT2C	58508
KMT2C	58508
KMT2C	58508
WHSC1L1	0
WHSC1L1	0
WHSC1L1	0
WHSC1L1	0
PREX2	80243
PRDM14	63978
NBN	4683
NBN	4683
MYC	4609
CD274	29126
PTPRD	5789
PTPRD	5789
CDKN2A	1029
TEK	7010
TEK	7010
TEK	7010
GNAQ	2776
NTRK2	4915
PTCH1	5727
TGFBR1	7046
KLF4	9314
TSC1	7248
TSC1	7248
ZRSR2	8233
KDM5C	8242
AMER1	139285
AR	367
ATRX	546
BTK	695
PLCG2	5336
KRAS	3845
PIK3CA	5290
U2AF1	7307
HLA-A	3105
APC	324
TCF7L2	6934
WT1	7490
TP53	7157
AKT1	207
FBXW7	55294
KRAS	3845
APC	324
APC	324
IKZF1	10320
BRD4	23476
KMT2D	8085
NF1	4763
ROS1	6098
STAG2	10735
KRAS	3845
TGFBR2	7048
PBRM1	55193
TP53	7157
ERBB2	2064
KRAS	3845
APC	324
SMARCA4	6597
APC	324
IL7R	3575
TCF7L2	6934
ATM	472
TBX3	6926
LATS2	26524
NKX2-1	7080
CTCF	10664
KMT2B	9757
EPHA5	2044
TERT	7015
IL7R	3575
TP53	7157
GRIN2A	2903
KRAS	3845
EPHB1	2047
FBXW7	55294
ERBB2	2064
APC	324
SOX9	6662
KRAS	3845
TP53	7157
APC	324
DNMT3B	1789
MAP2K4	6416
CDK12	51755
PTPRS	5802
APC	324
KRAS	3845
PIK3CA	5290
ATRX	546
STAG2	10735
TGFBR2	7048
MSH3	4437
CBL	867
SOX9	6662
PTPRS	5802
EP300	2033
TGFBR2	7048
CTNNB1	1499
KDR	3791
TET2	54790
FLT4	2324
ROS1	6098
ROS1	6098
KMT2C	58508
ATRX	546
KRAS	3845
SLX4	84464
TP53	7157
FGFR3	2261
IKZF1	10320
STAG2	10735
APC	324
KRAS	3845
IRF4	3662
APC	324
LATS2	26524
TP53	7157
KRAS	3845
TP53	7157
APC	324
KRAS	3845
APC	324
TGFBR2	7048
MAP3K1	4214
PTEN	5728
APC	324
ZFHX3	463
SOX9	6662
ATR	545
TP53	7157
PAX5	5079
TCF7L2	6934
CDH1	999
NOTCH2	4853
BCOR	54880
ARID1A	8289
APC	324
INSR	3643
ERG	2078
MSH3	4437
HLA-B	3106
PAK7	0
KMT2B	9757
TP53	7157
RPTOR	57521
KMT2C	58508
ERBB4	2066
PALB2	79728
PIK3CD	5293
EPHA5	2044
ANKRD11	29123
INPPL1	3636
CYSLTR2	57105
MGA	23269
SMAD3	4088
FANCA	2175
SOX9	6662
PTPRS	5802
INPP4A	3631
ERBB4	2066
BARD1	580
RTEL1-TNFRSF6B	100533107
MLH1	4292
MLH1	4292
FOXL2	668
ATR	545
HLA-A	3105
HLA-A	3105
HLA-B	3106
TEK	7010
TP53	7157
KRAS	3845
TERT	7015
ERBB2	2064
PIK3CD	5293
EPHA3	2042
MITF	4286
ARID1A	8289
MGA	23269
PDCD1	5133
KRAS	3845
APC	324
APC	324
SMAD2	4087
SMAD3	4088
ASXL1	171023
EPHA3	2042
ABL1	25
FBXW7	55294
TP53	7157
APC	324
KRAS	3845
BMPR1A	657
KRAS	3845
APC	324
ARID1A	8289
SMAD4	4089
TP53	7157
APC	324
ERBB3	2065
PLCG2	5336
KRAS	3845
TP53	7157
PAX5	5079
APC	324
SMAD4	4089
SMAD4	4089
RAF1	5894
APC	324
FBXW7	55294
APC	324
BRD4	23476
KRAS	3845
TP53	7157
BAP1	8314
PIK3C2G	5288
TCF7L2	6934
HOXB13	10481
ASXL2	55252
PIK3CA	5290
APC	324
ARID1A	8289
SMAD2	4087
AMER1	139285
BCOR	54880
SMAD3	4088
KRAS	3845
FUBP1	8880
AXIN2	8313
SOX9	6662
SOX9	6662
EP300	2033
APC	324
KRAS	3845
TP53	7157
APC	324
NTRK1	4914
KDM6A	7403
PRKD1	5587
SOX9	6662
KRAS	3845
TP53	7157
PRDM1	639
TP53	7157
APC	324
TP53	7157
KRAS	3845
PIK3CA	5290
APC	324
GRIN2A	2903
AXIN1	8312
APC	324
KMT2C	58508
PTCH1	5727
AR	367
NRAS	4893
PTEN	5728
TCF7L2	6934
KRAS	3845
CYLD	1540
AXIN2	8313
SMAD4	4089
PDGFRA	5156
IL7R	3575
APC	324
HIST1H3E	8353
AMER1	139285
KRAS	3845
PIK3CA	5290
PIK3CA	5290
AXIN2	8313
SMAD4	4089
GRIN2A	2903
PTPRS	5802
RPS6KB2	6199
TCF7L2	6934
APC	324
APC	324
APC	324
KRAS	3845
SOX9	6662
TP53	7157
NF1	4763
ASXL1	171023
SMAD4	4089
TP53	7157
KRAS	3845
ATXN7	6314
ERBB2	2064
APC	324
TSC2	7249
ATM	472
PREX2	80243
KRAS	3845
ATM	472
INSR	3643
NOTCH1	4851
TP53	7157
APC	324
APC	324
SOX9	6662
RB1	5925
KRAS	3845
GNAS	2778
APC	324
SMAD2	4087
NOTCH3	4854
TCF7L2	6934
MED12	9968
KRAS	3845
PRKD1	5587
NTHL1	4913
IRS1	3667
NSD1	64324
MED12	9968
PIK3CA	5290
APC	324
ATM	472
APC	324
FGFR3	2261
ATM	472
KRAS	3845
BMPR1A	657
SMAD4	4089
TP53	7157
PIK3CA	5290
APC	324
DIS3	22894
TP53	7157
TCF7L2	6934
KDR	3791
INHA	3623
PAK7	0
KRAS	3845
MEN1	4221
CASP8	841
KRAS	3845
TP53	7157
APC	324
AMER1	139285
KMT2A	4297
CTCF	10664
PTCH1	5727
RRAGC	64121
PTEN	5728
KRAS	3845
PRKD1	5587
TGFBR2	7048
PIK3CA	5290
MAP3K13	9175
APC	324
APC	324
APC	324
PTPRD	5789
AMER1	139285
KRAS	3845
PIK3CA	5290
TP53	7157
CD274	29126
APC	324
KRAS	3845
APC	324
APC	324
TP53	7157
TP53	7157
APC	324
KRAS	3845
SMAD4	4089
SYK	6850
PIK3R1	5295
TP53	7157
APC	324
APC	324
IKZF1	10320
KRAS	3845
MAP2K4	6416
PTPRS	5802
TGFBR2	7048
ESR1	2099
KRAS	3845
APC	324
APC	324
TP53	7157
SETD2	29072
KMT2C	58508
KRAS	3845
TP53	7157
PTPRT	11122
APC	324
FBXW7	55294
NF1	4763
ATM	472
ATM	472
KRAS	3845
SMAD4	4089
EPHA3	2042
APC	324
ARID1B	57492
BRAF	673
KRAS	3845
SMAD4	4089
PIK3CA	5290
JUN	3725
SMAD4	4089
IKBKE	9641
SMAD4	4089
UPF1	5976
PRKCI	5584
MED12	9968
KRAS	3845
TP53	7157
APC	324
SMAD4	4089
APC	324
RUNX1	861
RET	5979
HOXB13	10481
PIK3CA	5290
TERT	7015
GNAS	2778
KRAS	3845
APC	324
PTEN	5728
EPHB1	2047
PIK3R1	5295
RAD50	10111
KMT2C	58508
SPEN	23013
PTEN	5728
AXL	558
BAP1	8314
WWTR1	25937
MED12	9968
KRAS	3845
APC	324
APC	324
MGA	23269
ATM	472
ATM	472
KRAS	3845
EGFR	1956
SMAD4	4089
APC	324
APC	324
TP53	7157
TCF7L2	6934
NOTCH2	4853
TSHR	7253
TP53	7157
KRAS	3845
APC	324
DROSHA	29102
KRAS	3845
TP53	7157
FOXP1	27086
TP53	7157
FBXW7	55294
APC	324
APC	324
SMAD4	4089
KRAS	3845
FBXW7	55294
TP53	7157
APC	324
APC	324
NF2	4771
CHEK2	11200
PRKD1	5587
KRAS	3845
TCF7L2	6934
KMT2B	9757
FANCC	2176
TP53	7157
KRAS	3845
CTNNB1	1499
PREX2	80243
CTNNB1	1499
CTNNB1	1499
ARID1A	8289
KIT	3815
MAP3K1	4214
PLK2	10769
TP53	7157
KRAS	3845
GNAS	2778
SOX9	6662
FBXW7	55294
PTPN11	5781
RAB35	11021
FANCA	2175
MALT1	10892
WHSC1L1	0
KDM5C	8242
KRAS	3845
TP53	7157
APC	324
ATR	545
FAT1	2195
INHBA	3624
KRAS	3845
TP53	7157
APC	324
FLCN	201163
APC	324
ERBB4	2066
RBM10	8241
KRAS	3845
APC	324
APC	324
PAX5	5079
TP53	7157
PTPRS	5802
KRAS	3845
ERBB2	2064
TP53	7157
APC	324
PREX2	80243
CTNNB1	1499
APC	324
TP53	7157
APC	324
CTNNB1	1499
KRAS	3845
APC	324
APC	324
MTOR	2475
GRIN2A	2903
KRAS	3845
ARID1A	8289
PIK3R1	5295
ESR1	2099
PARK2	0
NOTCH3	4854
KRAS	3845
IL7R	3575
RET	5979
MRE11A	0
PIK3C2G	5288
FLT3	2322
SMAD4	4089
TBX3	6926
TP53	7157
KRAS	3845
APC	324
TP53	7157
RPS6KA4	8986
SPEN	23013
KRAS	3845
TP53	7157
BARD1	580
TAP2	6891
KRAS	3845
APC	324
PGR	5241
TSHR	7253
TP53	7157
TOP1	7150
CREBBP	1387
CDC73	79577
AMER1	139285
ATRX	546
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
TCF7L2	6934
NTRK3	4916
BARD1	580
TP53	7157
SMAD4	4089
KRAS	3845
ARID1A	8289
NEGR1	257194
KRAS	3845
KRAS	3845
SMAD4	4089
KRAS	3845
INPP4A	3631
CSDE1	7812
TP53	7157
TP53	7157
KRAS	3845
PTCH1	5727
SMAD4	4089
AKT3	10000
AXIN2	8313
KMT2C	58508
TP53	7157
ERBB2	2064
KRAS	3845
NOTCH3	4854
APC	324
APC	324
KRAS	3845
TP53	7157
APC	324
TP53BP1	7158
PREX2	80243
IKBKE	9641
MAP2K4	6416
KRAS	3845
DOT1L	84444
CTNNB1	1499
RPS6KB2	6199
TCF7L2	6934
ATM	472
SMAD4	4089
HGF	3082
ATRX	546
BMPR1A	657
PTEN	5728
KRAS	3845
TSHR	7253
TP53	7157
PTPRT	11122
PIK3R1	5295
APC	324
APC	324
KRAS	3845
PIK3CA	5290
APC	324
APC	324
AMER1	139285
PTEN	5728
SOX9	6662
DUSP4	1846
KRAS	3845
CARD11	84433
TP53	7157
PIK3R1	5295
KMT2D	8085
SMARCD1	6602
AXIN2	8313
CARM1	10498
APC	324
KRAS	3845
AMER1	139285
MSI1	4440
APC	324
PPM1D	8493
EPAS1	2034
APC	324
KRAS	3845
TP53	7157
APC	324
SMAD4	4089
PTEN	5728
APC	324
ARID5B	84159
RB1	5925
PIK3R1	5295
KRAS	3845
APC	324
PIK3R1	5295
AMER1	139285
TP53	7157
RASA1	5921
CARD11	84433
TP53	7157
APC	324
APC	324
KRAS	3845
MTOR	2475
FGF4	2249
IRS2	8660
SOX9	6662
AMER1	139285
TP53	7157
SMAD4	4089
RAD50	10111
FOXO1	2308
KRAS	3845
BRCA2	675
PREX2	80243
ATRX	546
KNSTRN	90417
RNF43	54894
TP53	7157
FGFR2	2263
APC	324
GRIN2A	2903
KRAS	3845
SOX9	6662
TCF7L2	6934
APC	324
LATS2	26524
TGFBR1	7046
KRAS	3845
APC	324
WT1	7490
ALK	238
PTPRS	5802
TP53	7157
FGF3	2248
IGF1R	3480
EPHA3	2042
APC	324
ROS1	6098
TP53	7157
GRIN2A	2903
KRAS	3845
EPHA7	2045
DROSHA	29102
PIK3CA	5290
APC	324
APC	324
KRAS	3845
PTPRS	5802
SMAD2	4087
TP53	7157
APC	324
KDM6A	7403
FBXW7	55294
KRAS	3845
TP53	7157
APC	324
APC	324
SMAD4	4089
TCF3	6929
CYLD	1540
IRS2	8660
B2M	567
KRAS	3845
PIK3CA	5290
APC	324
STAT3	6774
KMT2B	9757
ERBB4	2066
FAT1	2195
APC	324
PIK3CA	5290
KRAS	3845
APC	324
APC	324
HGF	3082
KRAS	3845
APC	324
SH2B3	10019
EPHB1	2047
ABL1	25
JAK2	3717
FAT1	2195
SMAD3	4088
SOX9	6662
SMAD2	4087
ASXL1	171023
APC	324
TP53	7157
KRAS	3845
APC	324
APC	324
ERBB3	2065
PPP2R1A	5518
FBXW7	55294
KRAS	3845
FOXP1	27086
SMAD4	4089
ARID1A	8289
CTNNB1	1499
KRAS	3845
PIK3CA	5290
TP53	7157
FBXW7	55294
ATM	472
PTPRT	11122
APC	324
TCF7L2	6934
KRAS	3845
SMAD4	4089
PAK1	5058
FBXW7	55294
APC	324
FBXW7	55294
TCF7L2	6934
TSC2	7249
TP53	7157
TET2	54790
KRAS	3845
APC	324
APC	324
ERG	2078
TP53	7157
ELF3	1999
PDGFRB	5159
ARID1B	57492
TP53	7157
APC	324
KRAS	3845
ANKRD11	29123
ERBB2	2064
TP53	7157
KRAS	3845
ASXL2	55252
KRAS	3845
GNAS	2778
RBM10	8241
DOT1L	84444
INPPL1	3636
H3F3B	3021
TGFBR2	7048
APC	324
KMT2C	58508
WHSC1L1	0
ARID1A	8289
TP53	7157
SMAD4	4089
KRAS	3845
TRAF2	7186
APC	324
FOXP1	27086
APC	324
KRAS	3845
TP53	7157
SMAD4	4089
APC	324
APC	324
PMS2	5395
TP53	7157
ARID1A	8289
BRCA2	675
STAT3	6774
KDM5C	8242
KRAS	3845
TP53	7157
PIK3CA	5290
APC	324
ARID2	196528
PIK3CG	5294
NF1	4763
MTOR	2475
DIS3	22894
ERBB4	2066
PTPRT	11122
TGFBR1	7046
BCOR	54880
KRAS	3845
TP53	7157
APC	324
KMT2A	4297
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
TCF7L2	6934
CDK12	51755
KRAS	3845
TP53	7157
SMAD4	4089
APC	324
SMAD2	4087
KRAS	3845
SMAD4	4089
TCF7L2	6934
ETV6	2120
FBXW7	55294
APC	324
JAK2	3717
KRAS	3845
APC	324
TP53	7157
EPHA5	2044
PIK3CA	5290
TP53	7157
ERCC3	2071
KMT2C	58508
ATRX	546
KRAS	3845
PIK3CA	5290
APC	324
SOX17	64321
KMT2D	8085
PRKD1	5587
NTRK3	4916
ERCC3	2071
ATRX	546
KRAS	3845
CCNE1	898
CTNNB1	1499
PIK3CA	5290
KRAS	3845
TP53	7157
APC	324
APC	324
CARD11	84433
PAX5	5079
KDM6A	7403
INPPL1	3636
PGR	5241
KRAS	3845
GRIN2A	2903
TP53	7157
SMAD4	4089
KMT2B	9757
TERT	7015
APC	324
APC	324
APC	324
APC	324
KRAS	3845
KRAS	3845
APC	324
FLT1	2321
NTRK1	4914
ATM	472
PALB2	79728
NOTCH3	4854
EPHA5	2044
TP53	7157
APC	324
EPHB1	2047
RFWD2	0
KRAS	3845
MYOD1	4654
ATM	472
KDM5A	5927
KRAS	3845
KMT2D	8085
KMT2D	8085
DIS3	22894
IGF1R	3480
TP53	7157
TP53	7157
SMAD4	4089
DNAJB1	3337
ERF	2077
CTNNB1	1499
SETD2	29072
PIK3CA	5290
LATS1	9113
PIK3CA	5290
KRAS	3845
CDK8	1024
PALB2	79728
PTPRS	5802
PTPRT	11122
TERT	7015
APC	324
NBN	4683
MED12	9968
KRAS	3845
GNAS	2778
PIK3CA	5290
APC	324
TP53	7157
ERCC5	2073
BRD4	23476
ELF3	1999
SOX9	6662
APC	324
PIK3CA	5290
KRAS	3845
CTNNB1	1499
PIK3CA	5290
TP53	7157
KRAS	3845
SMAD4	4089
APC	324
POLD1	5424
ELF3	1999
GNA11	2767
KRAS	3845
TP53	7157
FAT1	2195
APC	324
KRAS	3845
TP53	7157
APC	324
NOTCH2	4853
TP53BP1	7158
APC	324
TP53	7157
KRAS	3845
APC	324
PTPRS	5802
CTNNB1	1499
APC	324
APC	324
FGFR1	2260
PIK3CA	5290
FBXW7	55294
TP53	7157
GNAS	2778
KRAS	3845
APC	324
SOX17	64321
PTEN	5728
TCF7L2	6934
ATR	545
KRAS	3845
TP53	7157
PTPRS	5802
AXL	558
APC	324
KDM6A	7403
PIK3CA	5290
KRAS	3845
TP53	7157
SMAD4	4089
APC	324
FGF3	2248
MUTYH	4595
KRAS	3845
APC	324
APC	324
TP53	7157
APC	324
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
KMT2B	9757
BCL6	604
PHOX2B	8929
KRAS	3845
TP53	7157
SMAD4	4089
CARD11	84433
CYLD	1540
CTNNB1	1499
PPP6C	5537
KRAS	3845
PIK3R2	5296
ERBB4	2066
ARID1B	57492
TGFBR2	7048
DIS3	22894
FBXW7	55294
FBXW7	55294
HLA-B	3106
TP53	7157
KRAS	3845
APC	324
APC	324
FBXW7	55294
FBXW7	55294
PIK3CD	5293
NOTCH3	4854
TP53	7157
KRAS	3845
APC	324
ATM	472
NPM1	4869
TP53	7157
KRAS	3845
ARID1A	8289
TCF7L2	6934
IGF1R	3480
ERCC3	2071
APC	324
DAXX	1616
BCOR	54880
KRAS	3845
SMAD4	4089
TP53	7157
APC	324
TP53	7157
KRAS	3845
TP53	7157
SMAD4	4089
APC	324
GRIN2A	2903
PTEN	5728
PGR	5241
ERBB4	2066
EP300	2033
APC	324
APC	324
KRAS	3845
INHBA	3624
TP53	7157
SMAD3	4088
KMT2D	8085
NCOR1	9611
EPHB1	2047
DCUN1D1	54165
TP53	7157
KRAS	3845
SMAD4	4089
TBX3	6926
CTNNB1	1499
TEK	7010
APC	324
KRAS	3845
PIK3CA	5290
APC	324
ANKRD11	29123
MITF	4286
IKZF1	10320
TP53	7157
APC	324
APC	324
KRAS	3845
TAP1	6890
PTP4A1	7803
KRAS	3845
PIK3CA	5290
APC	324
REL	5966
BRAF	673
CSF3R	1441
BCL10	8915
NTRK1	4914
DDR2	4921
CDC73	79577
ELF3	1999
AKT3	10000
TCF7L2	6934
HRAS	3265
CCND1	595
FGF19	9965
KMT2A	4297
KRAS	3845
KRAS	3845
KMT2D	8085
SH2B3	10019
LATS2	26524
BRCA2	675
BRCA2	675
ERCC5	2073
IRS2	8660
AKT1	207
TRAF7	84231
CREBBP	1387
CYLD	1540
ZFHX3	463
FANCA	2175
TP53	7157
FLCN	201163
NF1	4763
ERBB2	2064
AXIN2	8313
RPTOR	57521
RPTOR	57521
PTPRS	5802
NOTCH3	4854
PIK3R2	5296
KMT2B	9757
KMT2B	9757
AXL	558
CIC	23152
CIC	23152
POLD1	5424
POLD1	5424
PMS1	5378
TGFBR2	7048
MYD88	4615
MITF	4286
PRKCI	5584
PIK3CA	5290
EPHA5	2044
TET2	54790
