Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
BAP1	8	5	3	0	0.4688	0.0003	0.3531	0.0
JUN	17	13	4	0	0.3599	0.0026	0.396	0.0
EML4	1	0	0	1	0.0	0.0	0.2801	0.0
DNAJB1	7	3	4	0	0.4898	0.0003	0.3396	0.0
CENPA	7	3	4	0	0.4898	0.0001	0.3528	0.0
SDHD	4	4	0	0	0.0	0.0	0.3556	0.0
MSH2	6	4	2	0	0.4444	0.0003	0.3485	0.0
SDHB	5	4	1	0	0.32	0.0001	0.334	0.0
IKBKE	25	13	12	0	0.4992	0.0024	0.382	0.0
ALB	5	5	0	0	0.0	0.0002	0.3396	0.0
SH2B3	7	7	0	0	0.0	0.0001	0.3668	0.0
HLA-B	7	7	0	0	0.0	0.0002	0.3601	0.0
MSH6	16	12	4	0	0.375	0.0015	0.3688	0.0
RPTOR	11	11	0	0	0.0	0.0013	0.3782	0.0
SOCS1	14	7	7	0	0.5	0.0003	0.3657	0.0
RUNX1	16	13	3	0	0.3047	0.002	0.3756	0.0
IGF2	6	5	1	0	0.2778	0.0002	0.3478	0.0
TCEB1	11	0	11	0	0.0	0.0001	0.3562	0.0
TAP1	8	5	3	0	0.4688	0.0003	0.3463	0.0
CBFB	5	4	1	0	0.32	0.0001	0.3424	0.0
NTHL1	7	2	5	0	0.4082	0.0	0.3405	0.0
LYN	17	6	11	0	0.4567	0.0003	0.3598	0.0
CDKN2C	2	1	1	0	0.5	0.0	0.2985	0.0
ICOSLG	1	1	0	0	0.0	0.0	0.2921	0.0
CHEK1	1	1	0	0	0.0	0.0	0.2989	0.0
MLL3	8	7	1	0	0.2188	0.0003	0.3693	0.0
SMYD3	6	5	1	0	0.2778	0.0001	0.3372	0.0
CTR9	4	3	1	0	0.375	0.0041	0.3396	0.0
E2F3	10	9	1	0	0.18	0.0004	0.3896	0.0
ERCC2	14	10	4	0	0.4082	0.0006	0.3727	0.0
TCF7L2	5	4	1	0	0.32	0.0001	0.3327	0.0
STK19	7	4	3	0	0.4898	0.0003	0.3523	0.0
PDGFRB	6	6	0	0	0.0	0.0012	0.3546	0.0
XRCC2	2	1	1	0	0.5	0.0	0.307	0.0
DNMT1	13	9	4	0	0.426	0.0006	0.3724	0.0
HRAS	1	1	0	0	0.0	0.0	0.3081	0.0
SYK	8	6	2	0	0.375	0.0001	0.351	0.0
TSC1	9	7	2	0	0.3457	0.0002	0.3593	0.0
SERPINB3	2	1	1	0	0.5	0.0	0.2536	0.0
SRSF2	2	2	0	0	0.0	0.0	0.328	0.0
SDHC	23	5	18	0	0.3403	0.0026	0.3893	0.0
TMPRSS2	9	9	0	0	0.0	0.0006	0.3841	0.0
SOS1	5	5	0	0	0.0	0.0001	0.3466	0.0
CCDC6	1	0	0	1	0.0	0.0	0.2899	0.0
HLA-A	5	3	2	0	0.48	0.0012	0.3422	0.0
EPCAM	13	3	10	0	0.355	0.0006	0.3562	0.0
MAP3K1	16	13	3	0	0.3047	0.0009	0.3866	0.0
VTCN1	8	7	1	0	0.2188	0.0003	0.3609	0.0
CDH1	6	6	0	0	0.0	0.0001	0.3713	0.0
TRAF2	18	17	1	0	0.1049	0.0012	0.3915	0.0
NF2	9	7	2	0	0.3457	0.0004	0.3531	0.0
PIK3R1	9	7	2	0	0.3457	0.0002	0.3657	0.0
CCND3	4	0	4	0	0.0	0.0001	0.2835	0.0
CDKN1A	4	1	3	0	0.375	0.0005	0.3258	0.0
PIM1	8	3	5	0	0.4688	0.0013	0.3432	0.0
RARA	5	3	2	0	0.48	0.0005	0.3485	0.0
VEGFA	12	5	7	0	0.4861	0.0024	0.3577	0.0
ERBB2	11	4	6	1	0.562	0.0044	0.3196	0.0
ERRFI1	2	2	0	0	0.0	0.0	0.2956	0.0
MEF2B	5	1	4	0	0.32	0.0001	0.3356	0.0
NUP93	3	1	2	0	0.4444	0.0	0.2998	0.0
CD276	2	2	0	0	0.0	0.0	0.323	0.0
CD74	1	0	0	1	0.0	0.0	0.2822	0.0
KNSTRN	21	13	8	0	0.4717	0.0009	0.3776	0.0
HIST1H3D	7	7	0	0	0.0	0.0001	0.373	0.0
ELF3	9	5	4	0	0.4938	0.0002	0.3559	0.0
