Gene_A	Gene_B	Edge_Multiplexity	Active_Omics
AR	ZRSR2	2	CNA,MUT
CDKN2A	CDK8	2	CNA,MUT
NKX2-1	PRKD1	2	CNA,MUT
ARID1A	SESN2	2	CNA,MUT
INHBA	CARD11	2	CNA,MUT
ASXL2	TSC1	2	CNA,MUT
BRCA2	CDK8	2	CNA,MUT
EPHB1	TP63	2	CNA,MUT
FGFR3	TP63	2	CNA,MUT
CDKN2A	CARD11	2	CNA,MUT
PIK3C3	EPHA5	2	CNA,MUT
RICTOR	NKX2-1	2	CNA,MUT
FLT3	IRS1	2	CNA,MUT
FOXO1	ERCC2	2	CNA,MUT
MITF	MGA	2	CNA,MUT
AKT2	INPPL1	2	CNA,MUT
TERT	GNAS	2	CNA,MUT
EPHA7	NOTCH2	2	CNA,MUT
PDGFRA	INHBA	2	CNA,MUT
WT1	FGF19	2	CNA,MUT
KMT2D	CCND2	2	CNA,MUT
PTPRD	KDR	2	CNA,MUT
ARAF	CRLF2	2	CNA,MUT
AMER1	FGFR4	2	CNA,MUT
LYN	RAD21	2	CNA,MUT
EIF4A2	RAD52	2	CNA,MUT
HGF	RBM10	2	CNA,MUT
AXL	CD79A	2	CNA,MUT
ASXL2	WT1	2	CNA,MUT
MITF	FOXP1	2	CNA,MUT
DUSP4	TP53	2	CNA,MUT
TERT	GLI1	2	CNA,MUT
KDM6A	RBM10	2	CNA,MUT
HGF	BCOR	2	CNA,MUT
PAK7	RAD51D	2	CNA,MUT
XPO1	MAPK1	2	CNA,MUT
PTEN	PLK2	2	CNA,MUT
PTPRT	IL7R	2	CNA,MUT
HGF	NSD1	2	CNA,MUT
FGFR3	WHSC1L1	2	CNA,MUT
INPPL1	BCOR	2	CNA,MUT
FGFR4	RBM10	2	CNA,MUT
KMT2B	AXIN2	2	CNA,MUT
MAP3K13	WWTR1	2	CNA,MUT
BRIP1	RAD51D	2	CNA,MUT
FGF3	MEN1	2	CNA,MUT
DAXX	KEAP1	2	CNA,MUT
PDGFRA	INPPL1	2	CNA,MUT
ATR	FAT1	2	CNA,MUT
KIT	INPP4A	2	CNA,MUT
FAT1	UPF1	2	CNA,MUT
GRIN2A	GLI1	2	CNA,MUT
SOX2	REL	2	CNA,MUT
INPPL1	FGF3	2	CNA,MUT
FAT1	TP63	2	CNA,MUT
RBM10	CCND2	2	CNA,MUT
PTPRD	SMARCA4	2	CNA,MUT
HGF	GATA1	2	CNA,MUT
PGR	FGF3	2	CNA,MUT
KNSTRN	SPRED1	2	CNA,MUT
CCNE1	NOTCH2	2	CNA,MUT
AKT1	BTK	2	CNA,MUT
TOP1	SRC	2	CNA,MUT
EP300	DROSHA	2	CNA,MUT
HGF	YES1	2	CNA,MUT
PIK3CD	TSC2	2	CNA,MUT
FGFR1	RECQL4	2	CNA,MUT
PTPRS	RAD54L	2	CNA,MUT
CDK4	EGFR	2	CNA,MUT
DDR2	EPHA7	2	CNA,MUT
AR	FGFR1	2	CNA,MUT
NF1	DUSP4	2	CNA,MUT
FGFR1	KDM6A	2	CNA,MUT
PGR	ATM	2	CNA,MUT
HGF	NCOA3	2	CNA,MUT
EIF4A2	CCND2	2	CNA,MUT
AGO2	AR	2	CNA,MUT
BTK	AMER1	2	CNA,MUT
KIT	PTPRD	2	CNA,MUT
FAT1	EIF4A2	2	CNA,MUT
DUSP4	NOTCH3	2	CNA,MUT
AXIN2	CD79B	2	CNA,MUT
MAP3K13	FGF3	2	CNA,MUT
PTPRD	PARK2	2	CNA,MUT
EPHA3	SOX2	2	CNA,MUT
LATS2	GATA3	2	CNA,MUT
MAP3K13	AKT2	2	CNA,MUT
ASXL1	NSD1	2	CNA,MUT
PIK3C2G	PTEN	2	CNA,MUT
DNMT3B	FGF19	2	CNA,MUT
NOTCH2	SMARCD1	2	CNA,MUT
KDR	ERCC4	2	CNA,MUT
TP53	MED12	2	MUT,SV
SOX17	GREM1	2	CNA,MUT
PTCH1	FOXA1	2	CNA,MUT
HGF	CARD11	2	CNA,MUT
APC	PTEN	2	CNA,MUT
MYCN	ALK	2	CNA,MUT
SMO	SLFN11	2	CNA,MUT
PDGFRA	INPP4A	2	CNA,MUT
KIT	EPHA3	2	CNA,MUT
BRCA1	MET	2	MUT,SV
DDR2	KIT	2	CNA,MUT
PMS2	PRKAR1A	2	CNA,MUT
KIT	FGF3	2	CNA,MUT
STK11	CARM1	2	CNA,MUT
KDM5A	FGF4	2	CNA,MUT
PIK3C2G	PIK3CA	2	CNA,MUT
ARAF	E2F3	2	CNA,MUT
TERT	VEGFA	2	CNA,MUT
TRAF2	NOTCH1	2	CNA,MUT
ARID2	GRIN2A	2	CNA,MUT
KNSTRN	TP53BP1	2	CNA,MUT
TEK	INHBA	2	CNA,MUT
INHBA	RAC1	2	CNA,MUT
NOTCH3	RASA1	2	MUT,SV
FOXL2	PIK3CB	2	CNA,MUT
FAT1	SOX2	2	CNA,MUT
HGF	CDK6	2	CNA,MUT
FGFR3	PAK7	2	CNA,MUT
FGFR4	MAPK3	2	CNA,MUT
TP63	SOX2	2	CNA,MUT
WHSC1L1	ARAF	2	CNA,MUT
PREX2	PTP4A1	2	CNA,MUT
IL7R	SDHA	2	CNA,MUT
PHOX2B	TP63	2	CNA,MUT
NKX3-1	TOP1	2	CNA,MUT
RAD21	GATA1	2	CNA,MUT
HGF	AMER1	2	CNA,MUT
NF2	SMARCB1	2	CNA,MUT
NFKBIA	PTCH1	2	CNA,MUT
PREX2	SCG5	2	CNA,MUT
ATRX	PDCD1	2	CNA,MUT
SOX2	GATA2	2	CNA,MUT
GATA2	SETDB1	2	CNA,MUT
MITF	TP53BP1	2	CNA,MUT
CDKN2A	CDKN2Ap16INK4A	2	CNA,SV
EED	PAK1	2	CNA,MUT
EPHA3	EPHA5	2	CNA,MUT
EPHA7	PARP1	2	CNA,MUT
CDKN2A	PAX5	2	CNA,MUT
SLX4	ERCC4	2	CNA,MUT
PDGFRA	EPHA5	2	CNA,MUT
RICTOR	EP300	2	CNA,MUT
PMS2	EGFR	2	CNA,MUT
RAD21	KDM5C	2	CNA,MUT
NKX3-1	TP53	2	CNA,MUT
TP53	NCOR1	2	CNA,MUT
NSD1	NPM1	2	CNA,MUT
PREX2	B2M	2	CNA,MUT
PIK3CG	RASA1	2	CNA,MUT
XPO1	REL	2	CNA,MUT
NCOR1	MAP2K4	2	CNA,MUT
LATS2	BRCA2	2	CNA,MUT
TP63	AKT2	2	CNA,MUT
TRAF7	NOTCH2	2	CNA,MUT
KDR	PRDM1	2	CNA,MUT
FGFR1	TP63	2	CNA,MUT
PRKCI	PIK3CA	2	CNA,MUT
NTRK1	RFWD2	2	CNA,MUT
CDKN2A	H3F3C	2	CNA,MUT
TSC2	NTHL1	2	CNA,MUT
NKX2-1	ERBB2	2	CNA,MUT
ARAF	GATA1	2	CNA,MUT
KDM5C	AKT2	2	CNA,MUT
RAD21	SMAD4	2	CNA,MUT
CCNE1	RAC1	2	CNA,MUT
NTRK3	PIK3R1	2	CNA,MUT
EPHB1	BTK	2	CNA,MUT
PTPRD	SDHA	2	CNA,MUT
KDM5A	CCND2	2	CNA,MUT
EIF4A2	CRKL	2	CNA,MUT
CEBPA	EP300	2	CNA,MUT
AMER1	PDCD1	2	CNA,MUT
FANCA	SCG5	2	CNA,MUT
PTPRD	SF3B1	2	CNA,MUT
BCOR	NCOA3	2	CNA,MUT
PGR	EED	2	CNA,MUT
LATS2	GREM1	2	CNA,MUT
SOX17	KNSTRN	2	CNA,MUT
INHBA	PMS2	2	CNA,MUT
SOX2	B2M	2	CNA,MUT
ARAF	MED12	2	CNA,MUT
PTPRT	NKX3-1	2	CNA,MUT
ERCC4	TRAF7	2	CNA,MUT
FLT3	AGO2	2	CNA,MUT
ANKRD11	TEK	2	CNA,MUT
PIK3C2G	KDM5A	2	CNA,MUT
MYCN	TBX3	2	CNA,MUT
EIF4A2	PIK3CA	2	CNA,MUT
AMER1	KDM6A	2	CNA,MUT
ATRX	PAK7	2	CNA,MUT
SDHA	FLT1	2	CNA,MUT
AR	AMER1	2	CNA,MUT
PRDM14	KDM5C	2	CNA,MUT
MLL2	MLL3	2	CNA,MUT
TERT	SDHA	2	CNA,MUT
GRIN2A	NPM1	2	CNA,MUT
TERT	FOXA1	2	CNA,MUT
KDM5C	KMT2B	2	CNA,MUT
PTPRD	NEGR1	2	CNA,MUT
MAP2K4	CDKN2A	2	CNA,MUT
FOXA1	MPL	2	CNA,MUT
BCL2	SF3B1	2	CNA,MUT
IRS2	EPHA3	2	CNA,MUT
NTRK1	PDGFRA	2	CNA,MUT
FGFR1	IL7R	2	CNA,MUT
KMT2B	GATA1	2	CNA,MUT
KMT2B	DROSHA	2	CNA,MUT
BTK	ERG	2	CNA,MUT
NF1	CSF1R	2	CNA,MUT
KDM5C	MUTYH	2	CNA,MUT
ARID1B	LATS1	2	CNA,MUT
SOX2	PIK3C3	2	CNA,MUT
MAP2K4	TEK	2	CNA,MUT
KMT2B	MEF2B	2	CNA,MUT
KNSTRN	B2M	2	CNA,MUT
MCL1	NTRK1	2	CNA,MUT
WHSC1L1	KMT2B	2	CNA,MUT
FGF3	EPCAM	2	CNA,MUT
DROSHA	TRIP13	2	CNA,MUT
STK11	SOX9	2	CNA,MUT
JAK2	SMARCA2	2	CNA,MUT
RBM10	GATA1	2	CNA,MUT
ARAF	RBM10	2	CNA,MUT
WHSC1	RPS6KB2	2	CNA,MUT
TP53	RB1	2	CNA,MUT
AXL	ERF	2	CNA,MUT
MGA	SETD2	2	CNA,MUT
EPHA3	H3F3C	2	CNA,MUT
ABL1	MCL1	2	CNA,MUT
MDC1	INSR	2	CNA,MUT
YES1	RECQL4	2	CNA,MUT
WHSC1L1	MST1R	2	CNA,MUT
TET1	SDHA	2	CNA,MUT
SETD2	ASXL1	2	CNA,MUT
FOXL2	BRCA2	2	CNA,MUT
PTPRT	ROS1	2	CNA,MUT
SOX2	EP300	2	CNA,MUT
NBN	HNF1A	2	CNA,MUT
NOTCH4	PIM1	2	CNA,MUT
PDGFRA	FAM175A	2	CNA,MUT
INPP4B	GAB1	2	CNA,MUT
KDR	INPP4A	2	CNA,MUT
AMER1	WHSC1	2	CNA,MUT
ETV1	EGFR	2	CNA,MUT
SOX2	NFE2L2	2	CNA,MUT
EPHB1	SOX2	2	CNA,MUT
PIK3CG	PRKCI	2	CNA,MUT
MUTYH	MAP2K2	2	CNA,MUT
PIK3CG	CSF1R	2	CNA,MUT
CTR9	SERPINB3	2	CNA,MUT
DDR2	IKZF1	2	CNA,MUT
EPHA7	AKT3	2	CNA,MUT
PTPRS	CDKN2C	2	CNA,MUT
KDM5C	RAD52	2	CNA,MUT
AR	INPPL1	2	CNA,MUT
LATS2	CDK6	2	CNA,MUT
PDGFRA	XPO1	2	CNA,MUT
INPPL1	MED12	2	CNA,MUT
PDCD1	RB1	2	CNA,MUT
MET	SMAD4	2	CNA,MUT
FGFR4	PAK7	2	CNA,MUT
FGFR3	WHSC1	2	CNA,MUT
PMS1	CDKN2A	2	CNA,MUT
MCL1	NUF2	2	CNA,MUT
PTPRT	SDHA	2	CNA,MUT
IL7R	TRIP13	2	CNA,MUT
PIK3CG	TP63	2	CNA,MUT
INPPL1	FGF4	2	CNA,MUT
RTEL1	SDHA	2	CNA,MUT
PIK3C2G	CDKN1B	2	CNA,MUT
PIK3C2G	H3F3C	2	CNA,MUT
PREX2	KDR	2	CNA,MUT
WT1	CCND1	2	CNA,MUT
MDC1	SMARCA4	2	CNA,MUT
GREM1	PNRC1	2	CNA,MUT
NF1	ARID1A	2	MUT,SV
EPHA7	SOX17	2	CNA,MUT
PIK3CG	NTRK3	2	CNA,MUT
WHSC1L1	HNF1A	2	CNA,MUT
CCNE1	NUP93	2	CNA,MUT
PRKCI	PTCH1	2	CNA,MUT
TERT	TRIP13	2	CNA,MUT
GRIN2A	SPEN	2	CNA,MUT
TGFBR1	PTCH1	2	CNA,MUT
EPHB1	GATA2	2	CNA,MUT
FGFR1	PTEN	2	CNA,MUT
GLI1	SOX9	2	CNA,MUT
FOXO1	CYSLTR2	2	CNA,MUT
ATRX	ZRSR2	2	CNA,MUT
STK19	TCF3	2	CNA,MUT
NF1	RASA1	2	CNA,MUT
TEK	CDKN2A	2	CNA,MUT
FGFR4	SDHA	2	CNA,MUT
TRAF7	TSC2	2	CNA,MUT
AGO2	NKX3-1	2	CNA,MUT
KDM5A	H3F3C	2	CNA,MUT
MDC1	PIK3C3	2	CNA,MUT
RICTOR	SDHA	2	CNA,MUT
SMO	CYSLTR2	2	CNA,MUT
EPHA7	IKBKE	2	CNA,MUT
NTRK1	IKZF1	2	CNA,MUT
PIK3CG	BLM	2	CNA,MUT
PTCH1	SYK	2	CNA,MUT
IRS2	KLF5	2	CNA,MUT
EPHA3	KDR	2	CNA,MUT
PDCD1	TERT	2	CNA,MUT
CREBBP	GRIN2A	2	CNA,MUT
SOX2	AKT2	2	CNA,MUT
CALR	MAP2K2	2	CNA,MUT
FOXO1	ERCC5	2	CNA,MUT
DDR2	PDGFRA	2	CNA,MUT
PTPRD	BIRC3	2	CNA,MUT
EPHA7	BARD1	2	CNA,MUT
EPHB1	MAP3K13	2	CNA,MUT
NKX3-1	MAP3K1	2	CNA,MUT
KMT2A	CBL	2	CNA,MUT
CDKN2A	EZH2	2	CNA,MUT
KMT2B	KLF4	2	CNA,MUT
EPHB1	FAT1	2	CNA,MUT
CDK4	GLI1	2	CNA,MUT
CD79A	ERF	2	CNA,MUT
NF1	PTPRD	2	MUT,SV
IL7R	EP300	2	CNA,MUT
HLA-A	MPL	2	CNA,MUT
PREX2	RECQL4	2	CNA,MUT
SMAD2	SMAD4	2	CNA,MUT
LYN	PREX2	2	CNA,MUT
MGA	GREM1	2	CNA,MUT
RAD54L	TAP2	2	CNA,MUT
TERT	RICTOR	2	CNA,MUT
IGF2	TERT	2	CNA,MUT
PTPRD	XPO1	2	CNA,MUT
PGR	YAP1	2	CNA,MUT
TERT	TET1	2	CNA,MUT
DUSP4	DROSHA	2	CNA,MUT
MCL1	KMT2B	2	CNA,MUT
KNSTRN	ASXL1	2	CNA,MUT
NCOA3	FOXA1	2	CNA,MUT
BCOR	KDM6A	2	CNA,MUT
EPHA3	MET	2	CNA,MUT
PIK3C3	NSD1	2	CNA,MUT
TP63	FGF4	2	CNA,SV
NBN	RAD21	2	CNA,MUT
MAP3K13	FGF19	2	CNA,MUT
FOXO1	BRCA2	2	CNA,MUT
PMS2	KLF4	2	CNA,MUT
ARAF	FGFR4	2	CNA,MUT
ARAF	IL7R	2	CNA,MUT
MAP3K13	PIK3CA	2	CNA,MUT
MAP3K13	ETV6	2	CNA,MUT
CHEK2	CRKL	2	CNA,MUT
PTPRD	IL7R	2	CNA,MUT
KDM5C	EIF1AX	2	CNA,MUT
EPHA7	RFWD2	2	CNA,MUT
AGO2	NBN	2	CNA,MUT
BCOR	PDCD1LG2	2	CNA,MUT
RBM10	ZRSR2	2	CNA,MUT
KDR	DOT1L	2	CNA,MUT
MAP2K4	CARD11	2	CNA,MUT
DDR2	PAK1	2	CNA,MUT
NKX3-1	MAP2K4	2	CNA,MUT
RUNX1	ERG	2	CNA,MUT
FGFR1	WHSC1L1	2	CNA,MUT
PTPRD	RB1	2	CNA,MUT
PLCG2	TERT	2	CNA,MUT
MDC1	NOTCH3	2	CNA,MUT
RECQL4	WHSC1L1	2	CNA,MUT
RECQL4	INHBA	2	CNA,MUT
KMT2A	NTRK1	2	CNA,MUT
RAD21	RBM10	2	CNA,MUT
FGF3	RPS6KB2	2	CNA,MUT
JUN	BABAM1	2	CNA,MUT
ARAF	INHBA	2	CNA,MUT
BTK	CCNE1	2	CNA,MUT
INHBA	ETV1	2	CNA,MUT
BRCA2	CYSLTR2	2	CNA,MUT
PDCD1	SDHA	2	CNA,MUT
NF1	NKX3-1	2	CNA,MUT
RECQL4	PTPRS	2	CNA,MUT
DUSP4	PREX2	2	CNA,MUT
ASXL2	LZTR1	2	CNA,MUT
BTK	NSD1	2	CNA,MUT
SDHA	RB1	2	CNA,MUT
PTPRD	NCOA3	2	CNA,MUT
INSR	PTPRS	2	CNA,MUT
AURKB	FLCN	2	CNA,MUT
PTPRD	FLT1	2	CNA,MUT
PREX2	RAD21	2	CNA,MUT
WHSC1	WT1	2	CNA,MUT
POLD1	PPP2R1A	2	CNA,MUT
TP53	BRD4	2	CNA,MUT
ARAF	AMER1	2	CNA,MUT
BTK	BCOR	2	CNA,MUT
MLH1	TGFBR2	2	CNA,MUT
CEBPA	MITF	2	CNA,MUT
CARD11	IKZF1	2	CNA,MUT
KDR	CDKN2A	2	CNA,MUT
KDM5C	ARAF	2	CNA,MUT
CCNE1	KMT2B	2	CNA,MUT
FLT3	FOXO1	2	CNA,MUT
IRS2	MAPK1	2	CNA,MUT
AMER1	DNMT1	2	CNA,MUT
NOTCH1	RXRA	2	CNA,MUT
SLX4	AXIN1	2	CNA,MUT
TERT	PMS2	2	CNA,MUT
KMT2B	SMARCA4	2	CNA,MUT
PLCG2	CARD11	2	CNA,MUT
TP63	FOXL2	2	CNA,MUT
AXL	KMT2B	2	CNA,MUT
IRS2	FOXO1	2	CNA,MUT
WHSC1	FGF3	2	CNA,MUT
MAP3K13	EIF4A2	2	CNA,MUT
PIK3CA	EPCAM	2	CNA,MUT
RICTOR	PIK3CA	2	CNA,MUT
ZRSR2	ARID1A	2	CNA,MUT
FGFR3	ERF	2	CNA,MUT
EPHB1	FOXL2	2	CNA,MUT
TERT	H3F3C	2	CNA,MUT
NKX3-1	RAD21	2	CNA,MUT
SMARCA4	DOT1L	2	CNA,MUT
TP63	NOTCH3	2	CNA,MUT
TGFBR1	INHBA	2	CNA,MUT
KMT2B	PTPRD	2	CNA,MUT
FYN	PNRC1	2	CNA,MUT
AR	ARAF	2	CNA,MUT
EPHA7	NBN	2	CNA,MUT
NTRK1	SETDB1	2	CNA,MUT
LATS2	GRIN2A	2	CNA,MUT
WHSC1	PAK7	2	CNA,MUT
KDM6A	FGF4	2	CNA,MUT
NCOA3	DNMT3B	2	CNA,MUT
HGF	PAK7	2	CNA,MUT
AKT2	ETV6	2	CNA,MUT
HGF	PIK3CG	2	CNA,MUT
HGF	MUTYH	2	CNA,MUT
PDGFRA	WHSC1	2	CNA,MUT
RECQL4	PTPRD	2	CNA,MUT
MALT1	SF3B1	2	CNA,MUT
FGFR1	DROSHA	2	CNA,MUT
FLT3	CDKN2A	2	CNA,MUT
JUN	BRD4	2	CNA,MUT
FGF3	CCND2	2	CNA,MUT
ABL1	NTRK1	2	CNA,MUT
SDHA	DROSHA	2	CNA,MUT
ARID5B	CARD11	2	CNA,MUT
PRDM14	PREX2	2	CNA,MUT
DIS3	ERCC5	2	CNA,MUT
EIF4A2	NOTCH3	2	CNA,MUT
PREX2	EIF1AX	2	CNA,MUT
RUNX1	MST1R	2	CNA,MUT
EIF1AX	CRLF2	2	CNA,MUT
ETV1	IKZF1	2	CNA,MUT
LATS2	MPL	2	CNA,MUT
ABL1	NUF2	2	CNA,MUT
PDCD1LG2	MTAP	1	CNA
AGO2	PIK3C2G	1	MUT
NOTCH4	RET	1	MUT
PLCG2	RAD52	1	MUT
MTOR	PPM1D	1	MUT
ERBB4	PTPRD	1	MUT
EIF4A2	TP53	1	MUT
AKT2	CEBPA	1	CNA
INPP4B	SYK	1	MUT
BRCA1	DIS3	1	MUT
PPM1D	SMARCA4	1	MUT
ARID1B	RHEB	1	MUT
ALB	STAG2	1	MUT
EPHA3	TET2	1	MUT
ARAF	CTCF	1	MUT
ERBB3	CARD11	1	MUT
TP63	ZFHX3	1	MUT
PGR	FGFR4	1	MUT
INPPL1	CREBBP	1	MUT
ATRX	SMO	1	MUT
IRS1	PMS1	1	MUT
PTPRT	KEAP1	1	MUT
MCL1	HIST2H3D	1	CNA
EPHA3	CIC	1	MUT
POLE	BRCA2	1	MUT
NTRK3	MYOD1	1	MUT
PIK3C2G	PTPRS	1	MUT
DCUN1D1	FGF3	1	CNA
ROS1	SLC34A2	1	SV
TP63	MLL2	1	MUT
H3C13	RIT1	1	CNA
AR	BRAF	1	MUT
EPHA7	PAK7	1	MUT
CREBBP	CTR9	1	MUT
EPHB1	CTCF	1	MUT
ETV6	CDKN2B	1	CNA
BRCA1	NTRK2	1	MUT
PTPRT	SMARCA4	1	MUT
PTPRT	PTPRD	1	MUT
KDM5C	RAD50	1	MUT
KMT2D	EZH2	1	MUT
EPHB1	FANCA	1	MUT
TP53	CDK6	1	MUT
CSF1R	ATM	1	MUT
MYCN	TAP2	1	MUT
HGF	B2M	1	MUT
FGFR3	BARD1	1	MUT
DDR2	PTPRT	1	MUT
TRAF2	TSHR	1	MUT
KMT2D	NOTCH3	1	MUT
PTPRD	SETD2	1	MUT
MYOD1	FLT1	1	MUT
MGA	FGFR4	1	MUT
FAT1	PAK7	1	MUT
EPHB1	GRIN2A	1	MUT
EPHA7	PALB2	1	MUT
BRCA1	HLA-B	1	MUT
FGFR3	DIS3	1	MUT
HGF	KIT	1	MUT
FGFR4	NOTCH4	1	MUT
SOX17	EPHA5	1	MUT
ARID1B	PDGFRA	1	MUT
ERBB4	NTRK2	1	MUT
FAT1	TET2	1	MUT
ERBB4	NEGR1	1	MUT
PIK3CG	NOTCH1	1	MUT
JAK2	CDKN2Ap16INK4A	1	CNA
BRCA1	WHSC1	1	MUT
PDGFRA	CBL	1	MUT
NUF2	PDGFRA	1	MUT
EPHB1	HGF	1	MUT
EPHB1	STAT5B	1	MUT
PDCD1LG2	CD274	1	CNA
EPHA7	CXCR4	1	MUT
TET1	NOTCH3	1	MUT
ERBB4	PDGFRA	1	MUT
ROS1	CD74	1	SV
MAP3K13	CCNE1	1	CNA
ARID2	FAM46C	1	MUT
KNSTRN	TET2	1	MUT
ARID1A	SMO	1	MUT
DCUN1D1	PIK3CA	1	CNA
PTPRT	TGFBR1	1	MUT
DUSP4	WHSC1L1	1	CNA
SOX17	FLT1	1	MUT
TP53	PLCG2	1	MUT
KMT2A	POLE	1	MUT
BRCA1	ERBB4	1	MUT
TRAF2	TBX3	1	MUT
MITF	RYBP	1	CNA
SPRED1	GREM1	1	CNA
ERBB4	PTPRT	1	MUT
JAK2	POLD1	1	MUT
FGFR1	NSD3	1	CNA
RUNX1	KNSTRN	1	MUT
PGR	SMARCA4	1	MUT
TP53	DROSHA	1	MUT
ABL1	EPHB1	1	MUT
CDKN2Ap16INK4A	H3-4	1	CNA
CD274	MTAP	1	CNA
NOTCH1	POT1	1	MUT
DNMT3A	NOTCH4	1	MUT
DNMT3A	PTPRD	1	MUT
DIS3	SDHB	1	MUT
CDKN2Ap16INK4A	RAC1	1	CNA
SMO	STAT5B	1	MUT
NOTCH3	SPRED1	1	MUT
RUNX1	TRAF7	1	MUT
SETDB1	H3C13	1	CNA
FAT1	CIC	1	MUT
PDGFRA	MRE11A	1	MUT
INPP4B	NOTCH1	1	MUT
KDM5C	RICTOR	1	MUT
ERBB4	FBXW7	1	MUT
LATS2	POLD1	1	MUT
MALT1	PIK3C3	1	CNA
KMT2B	SPEN	1	MUT
NKX3-1	NSD3	1	CNA
MRE11A	BLM	1	MUT
CD79A	H3F3C	1	MUT
KDM6A	PTPRD	1	MUT
TBX3	KEAP1	1	MUT
FAT1	CSF1R	1	MUT
INPP4B	HIST1H3G	1	MUT
RECQL	RPTOR	1	MUT
FAT1	CXCR4	1	MUT
KMT2A	ATM	1	MUT
ETV1	MTAP	1	CNA
GRIN2A	BRCA2	1	MUT
PDGFRA	BRCA2	1	MUT
STAG2	FAM58A	1	MUT
MCL1	TP53	1	MUT
BCL6	FGF4	1	CNA
PTPRD	MLL2	1	MUT
CARM1	INSR	1	CNA
HIST2H3D	RIT1	1	CNA
NTRK3	GNAQ	1	MUT
NF1	DIS3	1	MUT
KIT	MYCN	1	MUT
ATR	WWTR1	1	CNA
AXL	IRS1	1	MUT
FOXL2	FLT1	1	MUT
LATS2	MGA	1	MUT
SDHC	PDCD1	1	MUT
NF1	MGA	1	MUT
KMT2B	POT1	1	MUT
DOT1L	RXRA	1	MUT
ERBB4	SMARCA4	1	MUT
SHQ1	TGFBR1	1	MUT
BCL6	WWTR1	1	CNA
MTOR	DIS3	1	MUT
PIK3CG	MGA	1	MUT
KMT2C	NOTCH2	1	MUT
RET	CCDC6	1	SV
PREX2	NTRK2	1	MUT
CTCF	ERCC3	1	MUT
ARID1B	CSF3R	1	MUT
HGF	HIST1H3C	1	MUT
PIK3C3	BCL2	1	CNA
SPEN	EP300	1	MUT
CEBPA	DCUN1D1	1	CNA
ATR	CDC73	1	MUT
KMT2D	ESR1	1	MUT
PREX2	SMAD4	1	MUT
KMT2A	SMO	1	MUT
ERBB4	RASA1	1	MUT
KIT	KMT2D	1	MUT
BCOR	GATA1	1	CNA
REL	CXCR4	1	MUT
PIK3CG	PTPRD	1	MUT
AKT2	TP53	1	MUT
DDR2	PGR	1	MUT
IRS1	RICTOR	1	MUT
PTPRT	ATRX	1	MUT
ABL1	PDGFRA	1	MUT
SOX17	PMS1	1	MUT
EPHA7	TBX3	1	MUT
SETD2	SMAD4	1	MUT
RECQL4	AKT1	1	CNA
CD79A	FGFR4	1	MUT
PTPRT	BCOR	1	MUT
FGFR4	NPM1	1	CNA
EPHB1	ZFHX3	1	MUT
MDC1	CSF3R	1	MUT
EPHA7	MDC1	1	MUT
ASXL1	RASA1	1	MUT
EPHA3	BLM	1	MUT
DNMT3B	FBXW7	1	MUT
PHOX2B	ARID5B	1	MUT
INPP4B	PTPRD	1	MUT
ATRX	PIK3CD	1	MUT
BCL6	TP53	1	MUT
TERT	KIF5B	1	SV
EPHB1	PGR	1	MUT
PDGFRA	IRF4	1	MUT
PTPRD	CSDE1	1	MUT
NCOR1	LATS1	1	MUT
EP300	NEGR1	1	MUT
CSF3R	NCOR1	1	MUT
CTCF	EZH2	1	MUT
CIC	SUZ12	1	MUT
NCOR1	GPS2	1	CNA
IL10	RIT1	1	CNA
IGF1R	POT1	1	MUT
CTCF	LZTR1	1	MUT
NF1	FGF19	1	MUT
BCL6	AKT2	1	CNA
PIK3CG	PTPRT	1	MUT
ARID1B	CSF1R	1	MUT
NF1	IL7R	1	MUT
AMER1	PTPRD	1	MUT
PTPRT	ERBB3	1	MUT
MCL1	HIST2H3C	1	CNA
ATM	PTPN11	1	MUT
IRS1	NTRK3	1	MUT
BCL6	FGF3	1	CNA
GATA2	H3F3C	1	MUT
FOXL2	EZH2	1	MUT
PIK3CD	H3F3C	1	MUT
ARID1B	INPPL1	1	MUT
LYN	PARK2	1	MUT
PBRM1	KEAP1	1	MUT
BRCA1	PTPRD	1	MUT
PTPRT	NOTCH4	1	MUT
CDKN2B	H3-4	1	CNA
EPHA3	SF3B1	1	MUT
KDM5A	TBX3	1	MUT
FAT1	LATS1	1	MUT
BARD1	TCF3	1	MUT
KDR	WT1	1	MUT
H3C14	RIT1	1	CNA
PGR	FLT3	1	MUT
PTPRD	AXIN2	1	MUT
TEK	CDKN2B	1	CNA
SMO	SOX9	1	MUT
JUN	MYCL1	1	CNA
EIF4A2	NSD1	1	MUT
GRIN2A	ERCC3	1	MUT
DDR2	YES1	1	MUT
RAD50	SMO	1	MUT
MYCN	INPPL1	1	MUT
ERBB4	FGFR1	1	MUT
KMT2D	ARID5B	1	MUT
INPP4B	PARK2	1	MUT
IKBKE	MDM4	1	CNA
KDM6A	CD274	1	CNA
KDM6A	TBX3	1	MUT
ASXL2	MET	1	MUT
KIT	HIST1H3D	1	MUT
PIK3CG	RECQL	1	MUT
IL7R	NEGR1	1	MUT
ZFHX3	BABAM1	1	MUT
TET1	EPHA5	1	MUT
TEK	PAX5	1	CNA
ABL1	KMT2A	1	MUT
BCL10	NKX2-1	1	MUT
EPHA5	CD79B	1	MUT
